id,Geography,population,medianHouseholdIncome
17131,"Mercer County, Illinois",15971,55750
17133,"Monroe County, Illinois",33703,72956
17135,"Montgomery County, Illinois",29301,45173
17137,"Morgan County, Illinois",34801,47760
17139,"Moultrie County, Illinois",14915,51432
17141,"Ogle County, Illinois",52034,55832
17143,"Peoria County, Illinois",186818,51632
17145,"Perry County, Illinois",21595,43308
17147,"Piatt County, Illinois",16469,69160
17149,"Pike County, Illinois",16054,40157
17151,"Pope County, Illinois",4255,39243
17153,"Pulaski County, Illinois",5792,32538
17155,"Putnam County, Illinois",5746,64085
17157,"Randolph County, Illinois",32934,48343
17159,"Richland County, Illinois",16072,45597
17161,"Rock Island County, Illinois",146536,50208
17163,"St. Clair County, Illinois",265569,50006
17165,"Saline County, Illinois",24659,40290
17167,"Sangamon County, Illinois",198639,56742
17169,"Schuyler County, Illinois",7205,48396
17171,"Scott County, Illinois",5169,46210
17173,"Shelby County, Illinois",22011,48572
17175,"Stark County, Illinois",5840,52058
17177,"Stephenson County, Illinois",46283,45624
17179,"Tazewell County, Illinois",135400,60178
17181,"Union County, Illinois",17458,45464
17183,"Vermilion County, Illinois",79613,43552
17185,"Wabash County, Illinois",11587,46871
17187,"Warren County, Illinois",17611,44067
17189,"Washington County, Illinois",14369,54936
17191,"Wayne County, Illinois",16517,46903
17193,"White County, Illinois",14410,43678
17195,"Whiteside County, Illinois",57155,49151
17197,"Will County, Illinois",685378,77507
17199,"Williamson County, Illinois",67336,45902
17201,"Winnebago County, Illinois",288896,49468
17203,"Woodford County, Illinois",39123,68040
18001,"Adams County, Indiana",34813,47572
18003,"Allen County, Indiana",365565,49574
18005,"Bartholomew County, Indiana",80203,55874
18007,"Benton County, Indiana",8709,48069
18009,"Blackford County, Indiana",12364,38791
18011,"Boone County, Indiana",61884,72774
18013,"Brown County, Indiana",14965,56323
18015,"Carroll County, Indiana",20007,54140
18017,"Cass County, Indiana",38324,43918
18019,"Clark County, Indiana",113993,51844
18021,"Clay County, Indiana",26568,49735
18023,"Clinton County, Indiana",32692,50096
18025,"Crawford County, Indiana",10582,41173
18027,"Daviess County, Indiana",32583,47939
18029,"Dearborn County, Indiana",49552,60834
18031,"Decatur County, Indiana",26340,51185
18033,"DeKalb County, Indiana",42489,50398
18035,"Delaware County, Indiana",116463,39537
18037,"Dubois County, Indiana",42345,55154
18039,"Elkhart County, Indiana",201640,49692
18041,"Fayette County, Indiana",23608,40851
18043,"Floyd County, Indiana",76290,57494
18045,"Fountain County, Indiana",16741,45924
18047,"Franklin County, Indiana",22887,52128
18049,"Fulton County, Indiana",20412,46310
18051,"Gibson County, Indiana",33684,49669
18053,"Grant County, Indiana",68269,40272
18055,"Greene County, Indiana",32633,45153
18057,"Hamilton County, Indiana",303042,87782
18059,"Hancock County, Indiana",71955,68449
18061,"Harrison County, Indiana",39370,52926
18063,"Hendricks County, Indiana",155817,73042
18065,"Henry County, Indiana",48953,44509
18067,"Howard County, Indiana",82728,45928
18069,"Huntington County, Indiana",36696,47042
18071,"Jackson County, Indiana",43637,48546
18073,"Jasper County, Indiana",33461,55485
18075,"Jay County, Indiana",21196,42322
18077,"Jefferson County, Indiana",32482,47065
18079,"Jennings County, Indiana",28023,47236
18081,"Johnson County, Indiana",147567,63023
18083,"Knox County, Indiana",37956,44624
18085,"Kosciusko County, Indiana",78461,54482
18087,"LaGrange County, Indiana",38395,53947
18089,"Lake County, Indiana",489698,50905
18091,"LaPorte County, Indiana",110993,48165
18093,"Lawrence County, Indiana",45696,46044
18095,"Madison County, Indiana",129862,44795
18097,"Marion County, Indiana",932142,43369
18099,"Marshall County, Indiana",46833,49725
18101,"Martin County, Indiana",10218,47457
18103,"Miami County, Indiana",36093,45646
18105,"Monroe County, Indiana",143292,43389
18107,"Montgomery County, Indiana",38108,50253
18109,"Morgan County, Indiana",69504,57521
18111,"Newton County, Indiana",14022,50058
18113,"Noble County, Indiana",47587,49657
18115,"Ohio County, Indiana",6003,54653
18117,"Orange County, Indiana",19579,41438
18119,"Owen County, Indiana",21038,45388
18121,"Parke County, Indiana",17033,42664
18123,"Perry County, Indiana",19301,47396
18125,"Pike County, Indiana",12554,48076
18127,"Porter County, Indiana",167016,64874
18129,"Posey County, Indiana",25527,59918
18131,"Pulaski County, Indiana",12910,44884
18133,"Putnam County, Indiana",37626,52465
18135,"Randolph County, Indiana",25403,42418
18137,"Ripley County, Indiana",28633,52372
18139,"Rush County, Indiana",16873,46380
18141,"St. Joseph County, Indiana",267696,46174
18143,"Scott County, Indiana",23734,46368
18145,"Shelby County, Indiana",44404,52651
18147,"Spencer County, Indiana",20777,54870
18149,"Starke County, Indiana",23069,43401
18151,"Steuben County, Indiana",34279,50418
18153,"Sullivan County, Indiana",21026,43786
18155,"Switzerland County, Indiana",10484,43456
18157,"Tippecanoe County, Indiana",183397,47406
18159,"Tipton County, Indiana",15447,54023
18161,"Union County, Indiana",7251,45104
18163,"Vanderburgh County, Indiana",181692,43311
18165,"Vermillion County, Indiana",15752,44409
18167,"Vigo County, Indiana",108099,41221
18169,"Wabash County, Indiana",32177,47473
18171,"Warren County, Indiana",8309,58623
18173,"Warrick County, Indiana",61427,61542
18175,"Washington County, Indiana",27792,44883
18177,"Wayne County, Indiana",67423,39691
18179,"Wells County, Indiana",27836,51568
18181,"White County, Indiana",24265,51547
18183,"Whitley County, Indiana",33354,54837
19001,"Adair County, Iowa",7330,48765
19003,"Adams County, Iowa",3822,48598
19005,"Allamakee County, Iowa",14001,48089
19007,"Appanoose County, Iowa",12602,40817
19009,"Audubon County, Iowa",5793,47048
19011,"Benton County, Iowa",25720,61222
19013,"Black Hawk County, Iowa",132821,50348
19015,"Boone County, Iowa",26411,54513
19017,"Bremer County, Iowa",24663,64264
19019,"Buchanan County, Iowa",21031,55881
19021,"Buena Vista County, Iowa",20445,49942
19023,"Butler County, Iowa",14933,52204
19025,"Calhoun County, Iowa",9876,44635
19027,"Carroll County, Iowa",20555,53785
19029,"Cass County, Iowa",13433,45469
19031,"Cedar County, Iowa",18389,60435
19033,"Cerro Gordo County, Iowa",43303,47788
19035,"Cherokee County, Iowa",11752,51590
19037,"Chickasaw County, Iowa",12164,48013
19039,"Clarke County, Iowa",9273,46510
19041,"Clay County, Iowa",16478,48888
19043,"Clayton County, Iowa",17735,48482
19045,"Clinton County, Iowa",47972,50067
19047,"Crawford County, Iowa",17147,49699
19049,"Dallas County, Iowa",78074,78918
19051,"Davis County, Iowa",8768,49696
19053,"Decatur County, Iowa",8210,38467
19055,"Delaware County, Iowa",17445,59452
19057,"Des Moines County, Iowa",40114,44516
19059,"Dickinson County, Iowa",17046,57914
19061,"Dubuque County, Iowa",96359,56154
19063,"Emmet County, Iowa",9820,45536
19065,"Fayette County, Iowa",20391,47711
19067,"Floyd County, Iowa",16004,46406
19069,"Franklin County, Iowa",10393,47524
19071,"Fremont County, Iowa",7019,52922
19073,"Greene County, Iowa",9083,47264
19075,"Grundy County, Iowa",12373,61606
19077,"Guthrie County, Iowa",10691,52702
19079,"Hamilton County, Iowa",15227,53970
19081,"Hancock County, Iowa",11006,54813
19083,"Hardin County, Iowa",17324,51821
19085,"Harrison County, Iowa",14335,55845
19087,"Henry County, Iowa",19941,49606
19089,"Howard County, Iowa",9430,49199
19091,"Humboldt County, Iowa",9607,47478
19093,"Ida County, Iowa",7041,49957
19095,"Iowa County, Iowa",16326,55099
19097,"Jackson County, Iowa",19529,49115
19099,"Jasper County, Iowa",36715,55503
19101,"Jefferson County, Iowa",17662,45257
19103,"Johnson County, Iowa",142006,56808
19105,"Jones County, Iowa",20481,55507
19107,"Keokuk County, Iowa",10234,45227
19109,"Kossuth County, Iowa",15226,54231
19111,"Lee County, Iowa",35172,44568
19113,"Linn County, Iowa",218076,60989
19115,"Louisa County, Iowa",11251,51615
19117,"Lucas County, Iowa",8700,48768
19119,"Lyon County, Iowa",11730,59888
19121,"Madison County, Iowa",15661,60326
19123,"Mahaska County, Iowa",22324,49599
19125,"Marion County, Iowa",33197,57412
19127,"Marshall County, Iowa",40735,54193
19129,"Mills County, Iowa",14841,66203
19131,"Mitchell County, Iowa",10757,52564
19133,"Monona County, Iowa",9013,41455
19135,"Monroe County, Iowa",7964,47515
19137,"Montgomery County, Iowa",10380,42641
19139,"Muscatine County, Iowa",42949,55971
19141,"O'Brien County, Iowa",14055,52474
19143,"Osceola County, Iowa",6154,48457
19145,"Page County, Iowa",15552,46128
19147,"Palo Alto County, Iowa",9155,49109
19149,"Plymouth County, Iowa",24972,60339
19151,"Pocahontas County, Iowa",7061,46250
19153,"Polk County, Iowa",459159,61684
19155,"Pottawattamie County, Iowa",93198,53260
19157,"Poweshiek County, Iowa",18622,50725
19159,"Ringgold County, Iowa",5054,46927
19161,"Sac County, Iowa",10034,49570
19163,"Scott County, Iowa",171116,56454
19165,"Shelby County, Iowa",11944,52757
19167,"Sioux County, Iowa",34621,63466
19169,"Story County, Iowa",94834,51201
19171,"Tama County, Iowa",17423,53833
19173,"Taylor County, Iowa",6209,46510
19175,"Union County, Iowa",12539,45934
19177,"Van Buren County, Iowa",7380,46769
19179,"Wapello County, Iowa",35242,42494
19181,"Warren County, Iowa",48170,67090
19183,"Washington County, Iowa",22115,56864
19185,"Wayne County, Iowa",6403,42088
19187,"Webster County, Iowa",37050,42196
19189,"Winnebago County, Iowa",10580,49278
19191,"Winneshiek County, Iowa",20789,57009
19193,"Woodbury County, Iowa",102426,49010
19195,"Worth County, Iowa",7562,49472
19197,"Wright County, Iowa",12891,46071
20001,"Allen County, Kansas",12951,40911
20003,"Anderson County, Kansas",7858,42146
20005,"Atchison County, Kansas",16557,46103
20007,"Barber County, Kansas",4831,49455
20009,"Barton County, Kansas",27214,44449
20011,"Bourbon County, Kansas",14751,41529
20013,"Brown County, Kansas",9810,44672
20015,"Butler County, Kansas",66264,60338
20017,"Chase County, Kansas",2694,41889
20019,"Chautauqua County, Kansas",3470,37927
20021,"Cherokee County, Kansas",20737,41240
20023,"Cheyenne County, Kansas",2679,46058
20025,"Clark County, Kansas",2131,42976
20027,"Clay County, Kansas",8346,53041
20029,"Cloud County, Kansas",9302,40947
20031,"Coffey County, Kansas",8433,57442
20033,"Comanche County, Kansas",1898,43542
20035,"Cowley County, Kansas",35977,44960
20037,"Crawford County, Kansas",39281,37607
20039,"Decatur County, Kansas",2886,41362
20041,"Dickinson County, Kansas",19384,48093
20043,"Doniphan County, Kansas",7793,49375
20045,"Douglas County, Kansas",116352,52698
20047,"Edwards County, Kansas",2975,48684
20049,"Elk County, Kansas",2635,37393
20051,"Ellis County, Kansas",29032,50140
20053,"Ellsworth County, Kansas",6375,49134
20055,"Finney County, Kansas",36983,50712
20057,"Ford County, Kansas",34492,49688
20059,"Franklin County, Kansas",25663,51465
20061,"Geary County, Kansas",36818,45243
20063,"Gove County, Kansas",2682,46681
20065,"Graham County, Kansas",2577,45982
20067,"Grant County, Kansas",7748,54919
20069,"Gray County, Kansas",6037,59629
20071,"Greeley County, Kansas",1235,47000
20073,"Greenwood County, Kansas",6304,39671
20075,"Hamilton County, Kansas",2567,48523
20077,"Harper County, Kansas",5798,46886
20079,"Harvey County, Kansas",34814,52463
20081,"Haskell County, Kansas",4087,55453
20083,"Hodgeman County, Kansas",1919,56250
20085,"Jackson County, Kansas",13365,54700
20087,"Jefferson County, Kansas",18880,56777
20089,"Jewell County, Kansas",3003,37750
20091,"Johnson County, Kansas",572428,78186
20093,"Kearny County, Kansas",3943,49396
20095,"Kingman County, Kansas",7697,56142
20097,"Kiowa County, Kansas",2520,44896
20099,"Labette County, Kansas",20833,41851
20101,"Lane County, Kansas",1687,58077
20103,"Leavenworth County, Kansas",78785,66046
20105,"Lincoln County, Kansas",3134,49583
20107,"Linn County, Kansas",9524,45790
20109,"Logan County, Kansas",2800,48205
20111,"Lyon County, Kansas",33401,40611
20113,"McPherson County, Kansas",29164,56783
20115,"Marion County, Kansas",12213,47926
20117,"Marshall County, Kansas",9963,47532
20119,"Meade County, Kansas",4310,52960
20121,"Miami County, Kansas",32787,63353
20123,"Mitchell County, Kansas",6299,49755
20125,"Montgomery County, Kansas",33765,42646
20127,"Morris County, Kansas",5694,48551
20129,"Morton County, Kansas",3033,44100
20131,"Nemaha County, Kansas",10177,50400
20133,"Neosho County, Kansas",16358,43867
20135,"Ness County, Kansas",3047,47298
20137,"Norton County, Kansas",5558,47651
20139,"Osage County, Kansas",16001,52171
20141,"Osborne County, Kansas",3746,41432
20143,"Ottawa County, Kansas",6004,52241
20145,"Pawnee County, Kansas",6840,46227
20147,"Phillips County, Kansas",5484,45940
20149,"Pottawatomie County, Kansas",22920,62500
20151,"Pratt County, Kansas",9729,48995
20153,"Rawlins County, Kansas",2557,49327
20155,"Reno County, Kansas",63803,46000
20157,"Republic County, Kansas",4768,41489
20159,"Rice County, Kansas",9949,46335
20161,"Riley County, Kansas",75026,46609
20163,"Rooks County, Kansas",5160,46750
20165,"Rush County, Kansas",3144,40395
20167,"Russell County, Kansas",6988,42656
20169,"Saline County, Kansas",55547,48497
20171,"Scott County, Kansas",4958,61886
20173,"Sedgwick County, Kansas",508221,51157
20175,"Seward County, Kansas",23185,47507
20177,"Shawnee County, Kansas",178567,52088
20179,"Sheridan County, Kansas",2522,50822
20181,"Sherman County, Kansas",6038,47036
20183,"Smith County, Kansas",3701,43913
20185,"Stafford County, Kansas",4284,46830
20187,"Stanton County, Kansas",2115,44567
20189,"Stevens County, Kansas",5738,54333
20191,"Sumner County, Kansas",23509,50950
20193,"Thomas County, Kansas",7909,52074
20195,"Trego County, Kansas",2927,54630
20197,"Wabaunsee County, Kansas",6960,57791
20199,"Wallace County, Kansas",1584,45804
20201,"Washington County, Kansas",5613,47045
20203,"Wichita County, Kansas",2168,57596
20205,"Wilson County, Kansas",8956,43594
20207,"Woodson County, Kansas",3186,35321
20209,"Wyandotte County, Kansas",161777,40757
21001,"Adair County, Kentucky",19156,33873
21003,"Allen County, Kentucky",20421,41166
21005,"Anderson County, Kentucky",21867,53513
21007,"Ballard County, Kentucky",8216,43923
21009,"Barren County, Kentucky",43287,39034
21011,"Bath County, Kentucky",12113,34986
21013,"Bell County, Kentucky",27676,22603
21015,"Boone County, Kentucky",125656,69165
21017,"Bourbon County, Kentucky",20004,44232
21019,"Boyd County, Kentucky",48716,44140
21021,"Boyle County, Kentucky",29650,40758
21023,"Bracken County, Kentucky",8404,35887
21025,"Breathitt County, Kentucky",13476,25484
21027,"Breckinridge County, Kentucky",20000,43390
21029,"Bullitt County, Kentucky",77727,58702
21031,"Butler County, Kentucky",12828,38427
21033,"Caldwell County, Kentucky",12758,43491
21035,"Calloway County, Kentucky",38302,36692
21037,"Campbell County, Kentucky",91456,56772
21039,"Carlisle County, Kentucky",4954,40913
21041,"Carroll County, Kentucky",10776,42882
21043,"Carter County, Kentucky",27292,37367
21045,"Casey County, Kentucky",15928,32315
21047,"Christian County, Kentucky",73936,40253
21049,"Clark County, Kentucky",35706,49069
21051,"Clay County, Kentucky",21160,22174
21053,"Clinton County, Kentucky",10172,29872
21055,"Crittenden County, Kentucky",9211,38739
21057,"Cumberland County, Kentucky",6780,33268
21059,"Daviess County, Kentucky",98724,46675
21061,"Edmonson County, Kentucky",12086,41689
21063,"Elliott County, Kentucky",7661,27969
21065,"Estill County, Kentucky",14406,29694
21067,"Fayette County, Kentucky",311529,50661
21069,"Fleming County, Kentucky",14543,36063
21071,"Floyd County, Kentucky",38144,30540
21073,"Franklin County, Kentucky",49982,50999
21075,"Fulton County, Kentucky",6323,26841
21077,"Gallatin County, Kentucky",8543,51180
21079,"Garrard County, Kentucky",17051,46373
21081,"Grant County, Kentucky",24705,44191
21083,"Graves County, Kentucky",37379,40268
21085,"Grayson County, Kentucky",26092,36129
21087,"Green County, Kentucky",11123,36681
21089,"Greenup County, Kentucky",36255,46771
21091,"Hancock County, Kentucky",8716,49375
21093,"Hardin County, Kentucky",107573,51541
21095,"Harlan County, Kentucky",28031,25350
21097,"Harrison County, Kentucky",18629,40164
21099,"Hart County, Kentucky",18510,35738
21101,"Henderson County, Kentucky",46362,41630
21103,"Henry County, Kentucky",15528,50412
21105,"Hickman County, Kentucky",4691,39756
21107,"Hopkins County, Kentucky",46359,43169
21109,"Jackson County, Kentucky",13357,30884
21111,"Jefferson County, Kentucky",759724,50099
21113,"Jessamine County, Kentucky",51015,52748
21115,"Johnson County, Kentucky",23280,35060
21117,"Kenton County, Kentucky",163393,56568
21119,"Knott County, Kentucky",15884,28165
21121,"Knox County, Kentucky",31740,26553
21123,"Larue County, Kentucky",14127,41050
21125,"Laurel County, Kentucky",59950,36139
21127,"Lawrence County, Kentucky",15870,35016
21129,"Lee County, Kentucky",6896,21185
21131,"Leslie County, Kentucky",10869,25282
21133,"Letcher County, Kentucky",23382,29181
21135,"Lewis County, Kentucky",13646,29088
21137,"Lincoln County, Kentucky",24424,35185
21139,"Livingston County, Kentucky",9353,43333
21141,"Logan County, Kentucky",26757,39027
21143,"Lyon County, Kentucky",8325,47861
21145,"McCracken County, Kentucky",65292,42303
21147,"McCreary County, Kentucky",17850,18972
21149,"McLean County, Kentucky",9492,43005
21151,"Madison County, Kentucky",87324,43707
21153,"Magoffin County, Kentucky",12887,29463
21155,"Marion County, Kentucky",19497,40392
21157,"Marshall County, Kentucky",31213,45670
21159,"Martin County, Kentucky",12478,29052
21161,"Mason County, Kentucky",17229,38613
21163,"Meade County, Kentucky",28751,50034
21165,"Menifee County, Kentucky",6345,35280
21167,"Mercer County, Kentucky",21411,46130
21169,"Metcalfe County, Kentucky",9983,33788
21171,"Monroe County, Kentucky",10692,34120
21173,"Montgomery County, Kentucky",27391,39750
21175,"Morgan County, Kentucky",13379,32517
21177,"Muhlenberg County, Kentucky",31216,40445
21179,"Nelson County, Kentucky",44875,51408
21181,"Nicholas County, Kentucky",7062,37993
21183,"Ohio County, Kentucky",24152,39479
21185,"Oldham County, Kentucky",63876,86324
21187,"Owen County, Kentucky",10673,41597
21189,"Owsley County, Kentucky",4552,22106
21191,"Pendleton County, Kentucky",14509,49766
21193,"Perry County, Kentucky",27818,31578
21195,"Pike County, Kentucky",62791,32816
21197,"Powell County, Kentucky",12387,34048
21199,"Pulaski County, Kentucky",63772,34673
21201,"Robertson County, Kentucky",2191,30964
21203,"Rockcastle County, Kentucky",16893,33500
21205,"Rowan County, Kentucky",24302,36216
21207,"Russell County, Kentucky",17684,31539
21209,"Scott County, Kentucky",51348,64329
21211,"Shelby County, Kentucky",44967,61737
21213,"Simpson County, Kentucky",17856,42288
21215,"Spencer County, Kentucky",17798,65700
21217,"Taylor County, Kentucky",25315,32977
21219,"Todd County, Kentucky",12465,41306
21221,"Trigg County, Kentucky",14267,45032
21223,"Trimble County, Kentucky",8751,45935
21225,"Union County, Kentucky",15065,41255
21227,"Warren County, Kentucky",121066,46929
21229,"Washington County, Kentucky",12017,43719
21231,"Wayne County, Kentucky",20557,30260
21233,"Webster County, Kentucky",13331,38374
21235,"Whitley County, Kentucky",35842,32397
21237,"Wolfe County, Kentucky",7221,21797
21239,"Woodford County, Kentucky",25591,59471
22001,"Acadia Parish, Louisiana",62372,39837
22003,"Allen Parish, Louisiana",25619,41801
22005,"Ascension Parish, Louisiana",117009,71752
22007,"Assumption Parish, Louisiana",22973,47822
22009,"Avoyelles Parish, Louisiana",41252,34985
22011,"Beauregard Parish, Louisiana",36435,46599
22013,"Bienville Parish, Louisiana",13924,35722
22015,"Bossier Parish, Louisiana",124720,51894
22017,"Caddo Parish, Louisiana",253125,40815
22019,"Calcasieu Parish, Louisiana",197233,46457
22021,"Caldwell Parish, Louisiana",9997,29832
22023,"Cameron Parish, Louisiana",6739,65679
22025,"Catahoula Parish, Louisiana",10145,34736
22027,"Claiborne Parish, Louisiana",16452,28927
22029,"Concordia Parish, Louisiana",20288,28405
22031,"De Soto Parish, Louisiana",27047,42368
22033,"East Baton Rouge Parish, Louisiana",445337,49942
22035,"East Carroll Parish, Louisiana",7419,22093
22037,"East Feliciana Parish, Louisiana",19756,48997
22039,"Evangeline Parish, Louisiana",33765,30724
22041,"Franklin Parish, Louisiana",20464,32440
22043,"Grant Parish, Louisiana",22372,40389
22045,"Iberia Parish, Louisiana",73799,44573
22047,"Iberville Parish, Louisiana",33159,46480
22049,"Jackson Parish, Louisiana",15999,38310
22051,"Jefferson Parish, Louisiana",435204,49457
22053,"Jefferson Davis Parish, Louisiana",31399,39202
22055,"Lafayette Parish, Louisiana",234963,52435
22057,"Lafourche Parish, Louisiana",97688,52071
22059,"LaSalle Parish, Louisiana",14927,35339
22061,"Lincoln Parish, Louisiana",47480,34527
22063,"Livingston Parish, Louisiana",135925,57334
22065,"Madison Parish, Louisiana",11803,25404
22067,"Morehouse Parish, Louisiana",26739,30279
22069,"Natchitoches Parish, Louisiana",39258,30697
22071,"Orleans Parish, Louisiana",382922,37488
22073,"Ouachita Parish, Louisiana",156398,38974
22075,"Plaquemines Parish, Louisiana",23584,50251
22077,"Pointe Coupee Parish, Louisiana",22366,44275
22079,"Rapides Parish, Louisiana",132373,42132
22081,"Red River Parish, Louisiana",8757,36831
22083,"Richland Parish, Louisiana",20692,35684
22085,"Sabine Parish, Louisiana",24144,39372
22087,"St. Bernard Parish, Louisiana",44091,43565
22089,"St. Charles Parish, Louisiana",52708,61691
22091,"St. Helena Parish, Louisiana",10714,36418
22093,"St. James Parish, Louisiana",21581,51386
22095,"St. John the Baptist Parish, Louisiana",43888,51406
22097,"St. Landry Parish, Louisiana",83699,31424
22099,"St. Martin Parish, Louisiana",53385,46450
22101,"St. Mary Parish, Louisiana",53053,40771
22103,"St. Tammany Parish, Louisiana",246269,63686
22105,"Tangipahoa Parish, Louisiana",127115,43690
22107,"Tensas Parish, Louisiana",4793,22385
22109,"Terrebonne Parish, Louisiana",113099,48166
22111,"Union Parish, Louisiana",22460,37049
22113,"Vermilion Parish, Louisiana",59524,47083
22115,"Vernon Parish, Louisiana",52101,46561
22117,"Washington Parish, Louisiana",46367,31013
22119,"Webster Parish, Louisiana",40335,31920
22121,"West Baton Rouge Parish, Louisiana",25017,53882
22123,"West Carroll Parish, Louisiana",11370,36670
22125,"West Feliciana Parish, Louisiana",15384,53364
22127,"Winn Parish, Louisiana",14695,32063
23001,"Androscoggin County, Maine",107376,48728
23003,"Aroostook County, Maine",69405,38087
23005,"Cumberland County, Maine",288204,61902
23007,"Franklin County, Maine",30270,43007
23009,"Hancock County, Maine",54483,50037
23011,"Kennebec County, Maine",120953,48570
23013,"Knox County, Maine",39717,52239
23015,"Lincoln County, Maine",34165,53515
23017,"Oxford County, Maine",57299,42197
23019,"Penobscot County, Maine",152978,45302
23021,"Piscataquis County, Maine",17044,36938
23023,"Sagadahoc County, Maine",35134,55766
23025,"Somerset County, Maine",51363,40484
23027,"Waldo County, Maine",39071,45480
23029,"Washington County, Maine",31925,39469
23031,"York County, Maine",200536,59132
24001,"Allegany County, Maryland",73060,41559
24003,"Anne Arundel County, Maryland",559737,91918
24005,"Baltimore County, Maryland",825666,68989
24009,"Calvert County, Maryland",90527,96808
24011,"Caroline County, Maryland",32653,50830
24013,"Carroll County, Maryland",167535,87060
24015,"Cecil County, Maryland",102175,67938
24017,"Charles County, Maryland",154357,91373
24019,"Dorchester County, Maryland",32451,47907
24021,"Frederick County, Maryland",243465,85715
24023,"Garrett County, Maryland",29677,46277
24025,"Harford County, Maryland",249776,81052
24027,"Howard County, Maryland",308447,113800
24029,"Kent County, Maryland",19819,55028
24031,"Montgomery County, Maryland",1026371,100352
24033,"Prince George's County, Maryland",897693,75925
24035,"Queen Anne's County, Maryland",48712,85891
24037,"St. Mary's County, Maryland",110675,86810
24039,"Somerset County, Maryland",25899,35886
24041,"Talbot County, Maryland",37668,61395
24043,"Washington County, Maryland",149571,56316
24045,"Wicomico County, Maryland",101527,53508
24047,"Worcester County, Maryland",51441,57227
24510,"Baltimore city, Maryland",621000,44262
25001,"Barnstable County, Massachusetts",214703,65382
25003,"Berkshire County, Massachusetts",128563,52253
25005,"Bristol County, Massachusetts",554868,59343
25007,"Dukes County, Massachusetts",17137,63534
25009,"Essex County, Massachusetts",769362,70886
25011,"Franklin County, Massachusetts",70916,56347
25013,"Hampden County, Massachusetts",468072,51005
25015,"Hampshire County, Massachusetts",161035,62608
25017,"Middlesex County, Massachusetts",1567610,89019
25019,"Nantucket County, Massachusetts",10694,89428
25021,"Norfolk County, Massachusetts",691218,90226
25023,"Plymouth County, Massachusetts",506657,77627
25025,"Suffolk County, Massachusetts",767719,57439
25027,"Worcester County, Massachusetts",813589,67005
26001,"Alcona County, Michigan",10461,38160
26003,"Alger County, Michigan",9396,41270
26005,"Allegan County, Michigan",113666,55630
26007,"Alpena County, Michigan",28929,39832
26009,"Antrim County, Michigan",23215,48825
26011,"Arenac County, Michigan",15327,39240
26013,"Baraga County, Michigan",8612,42810
26015,"Barry County, Michigan",59316,56883
26017,"Bay County, Michigan",106107,45851
26019,"Benzie County, Michigan",17462,48694
26021,"Berrien County, Michigan",155134,45980
26023,"Branch County, Michigan",43603,46428
26025,"Calhoun County, Michigan",134691,44681
26027,"Cass County, Michigan",51795,47991
26029,"Charlevoix County, Michigan",26172,48603
26031,"Cheboygan County, Michigan",25579,41023
26033,"Chippewa County, Michigan",38330,42287
26035,"Clare County, Michigan",30608,34911
26037,"Clinton County, Michigan",77245,62646
26039,"Crawford County, Michigan",13840,41034
26041,"Delta County, Michigan",36570,42353
26043,"Dickinson County, Michigan",25889,43373
26045,"Eaton County, Michigan",108544,56472
26047,"Emmet County, Michigan",33091,51096
26049,"Genesee County, Michigan",413090,43246
26051,"Gladwin County, Michigan",25367,39629
26053,"Gogebic County, Michigan",15650,35833
26055,"Grand Traverse County, Michigan",90715,55597
26057,"Gratiot County, Michigan",41676,42145
26059,"Hillsdale County, Michigan",46024,44458
26061,"Houghton County, Michigan",36565,39080
26063,"Huron County, Michigan",32021,43082
26065,"Ingham County, Michigan",284559,46842
26067,"Ionia County, Michigan",64126,50037
26069,"Iosco County, Michigan",25373,38900
26071,"Iron County, Michigan",11393,33137
26073,"Isabella County, Michigan",70574,40706
26075,"Jackson County, Michigan",159483,47709
26077,"Kalamazoo County, Michigan",258605,49693
26079,"Kalkaska County, Michigan",17259,42612
26081,"Kent County, Michigan",629352,54673
26083,"Keweenaw County, Michigan",2195,41472
26085,"Lake County, Michigan",11415,30824
26087,"Lapeer County, Michigan",88310,54174
26089,"Leelanau County, Michigan",21764,59018
26091,"Lenawee County, Michigan",98673,49300
26093,"Livingston County, Michigan",185841,76764
26095,"Luce County, Michigan",6451,38167
26097,"Mackinac County, Michigan",10998,40747
26099,"Macomb County, Michigan",859703,55951
26101,"Manistee County, Michigan",24465,42530
26103,"Marquette County, Michigan",67418,46822
26105,"Mason County, Michigan",28755,43497
26107,"Mecosta County, Michigan",43259,41827
26109,"Menominee County, Michigan",23568,41235
26111,"Midland County, Michigan",83559,54852
26113,"Missaukee County, Michigan",15032,42077
26115,"Monroe County, Michigan",149945,56968
26117,"Montcalm County, Michigan",62922,43126
26119,"Montmorency County, Michigan",9317,37145
26121,"Muskegon County, Michigan",172148,43920
26123,"Newaygo County, Michigan",47957,44049
26125,"Oakland County, Michigan",1235215,69850
26127,"Oceana County, Michigan",26152,41952
26129,"Ogemaw County, Michigan",21103,36941
26131,"Ontonagon County, Michigan",6165,35038
26133,"Osceola County, Michigan",23172,39247
26135,"Oscoda County, Michigan",8374,35175
26137,"Otsego County, Michigan",24198,50793
26139,"Ottawa County, Michigan",276583,61367
26141,"Presque Isle County, Michigan",12955,41570
26143,"Roscommon County, Michigan",23900,35959
26145,"Saginaw County, Michigan",195201,43712
26147,"St. Clair County, Michigan",160069,50930
26149,"St. Joseph County, Michigan",60923,45410
