id,Geography,medianHomeValue
29061,"Daviess County, Missouri",97700
29063,"DeKalb County, Missouri",104600
29065,"Dent County, Missouri",100300
29067,"Douglas County, Missouri",99900
29069,"Dunklin County, Missouri",68500
29071,"Franklin County, Missouri",152700
29073,"Gasconade County, Missouri",126600
29075,"Gentry County, Missouri",84800
29077,"Greene County, Missouri",133700
29079,"Grundy County, Missouri",83300
29081,"Harrison County, Missouri",73900
29083,"Henry County, Missouri",88600
29085,"Hickory County, Missouri",89800
29087,"Holt County, Missouri",90200
29089,"Howard County, Missouri",107600
29091,"Howell County, Missouri",103500
29093,"Iron County, Missouri",81800
29095,"Jackson County, Missouri",127400
29097,"Jasper County, Missouri",108900
29099,"Jefferson County, Missouri",152300
29101,"Johnson County, Missouri",142800
29103,"Knox County, Missouri",72200
29105,"Laclede County, Missouri",105500
29107,"Lafayette County, Missouri",118000
29109,"Lawrence County, Missouri",99000
29111,"Lewis County, Missouri",81900
29113,"Lincoln County, Missouri",146200
29115,"Linn County, Missouri",75700
29117,"Livingston County, Missouri",106800
29119,"McDonald County, Missouri",90200
29121,"Macon County, Missouri",87300
29123,"Madison County, Missouri",95800
29125,"Maries County, Missouri",116600
29127,"Marion County, Missouri",107700
29129,"Mercer County, Missouri",82100
29131,"Miller County, Missouri",119100
29133,"Mississippi County, Missouri",71600
29135,"Moniteau County, Missouri",116400
29137,"Monroe County, Missouri",98300
29139,"Montgomery County, Missouri",104400
29141,"Morgan County, Missouri",111900
29143,"New Madrid County, Missouri",74100
29145,"Newton County, Missouri",112500
29147,"Nodaway County, Missouri",121600
29149,"Oregon County, Missouri",77800
29151,"Osage County, Missouri",138500
29153,"Ozark County, Missouri",81600
29155,"Pemiscot County, Missouri",70400
29157,"Perry County, Missouri",126200
29159,"Pettis County, Missouri",104800
29161,"Phelps County, Missouri",117700
29163,"Pike County, Missouri",97100
29165,"Platte County, Missouri",196000
29167,"Polk County, Missouri",117700
29169,"Pulaski County, Missouri",141900
29171,"Putnam County, Missouri",86700
29173,"Ralls County, Missouri",120200
29175,"Randolph County, Missouri",89300
29177,"Ray County, Missouri",125700
29179,"Reynolds County, Missouri",82200
29181,"Ripley County, Missouri",82300
29183,"St. Charles County, Missouri",192900
29185,"St. Clair County, Missouri",78100
29186,"Ste. Genevieve County, Missouri",136500
29187,"St. Francois County, Missouri",106100
29189,"St. Louis County, Missouri",176000
29195,"Saline County, Missouri",92800
29197,"Schuyler County, Missouri",80800
29199,"Scotland County, Missouri",77200
29201,"Scott County, Missouri",99500
29203,"Shannon County, Missouri",90400
29205,"Shelby County, Missouri",73100
29207,"Stoddard County, Missouri",89700
29209,"Stone County, Missouri",155500
29211,"Sullivan County, Missouri",78500
29213,"Taney County, Missouri",120100
29215,"Texas County, Missouri",103000
29217,"Vernon County, Missouri",93200
29219,"Warren County, Missouri",158900
29221,"Washington County, Missouri",80400
29223,"Wayne County, Missouri",69600
29225,"Webster County, Missouri",119500
29227,"Worth County, Missouri",58900
29229,"Wright County, Missouri",89800
29510,"St. Louis city, Missouri",120900
30001,"Beaverhead County, Montana",168000
30003,"Big Horn County, Montana",96500
30005,"Blaine County, Montana",86000
30007,"Broadwater County, Montana",192400
30009,"Carbon County, Montana",217700
30011,"Carter County, Montana",86400
30013,"Cascade County, Montana",165800
30015,"Chouteau County, Montana",121900
30017,"Custer County, Montana",145100
30019,"Daniels County, Montana",119300
30021,"Dawson County, Montana",158900
30023,"Deer Lodge County, Montana",122700
30025,"Fallon County, Montana",151700
30027,"Fergus County, Montana",119700
30029,"Flathead County, Montana",236800
30031,"Gallatin County, Montana",285200
30033,"Garfield County, Montana",117900
30035,"Glacier County, Montana",100600
30037,"Golden Valley County, Montana",94200
30039,"Granite County, Montana",216000
30041,"Hill County, Montana",131300
30043,"Jefferson County, Montana",247900
30045,"Judith Basin County, Montana",136500
30047,"Lake County, Montana",226300
30049,"Lewis and Clark County, Montana",212600
30051,"Liberty County, Montana",104100
30053,"Lincoln County, Montana",173900
30055,"McCone County, Montana",138500
30057,"Madison County, Montana",240300
30059,"Meagher County, Montana",122200
30061,"Mineral County, Montana",166800
30063,"Missoula County, Montana",243700
30065,"Musselshell County, Montana",148800
30067,"Park County, Montana",222500
30069,"Petroleum County, Montana",83000
30071,"Phillips County, Montana",118500
30073,"Pondera County, Montana",116600
30075,"Powder River County, Montana",108700
30077,"Powell County, Montana",136600
30079,"Prairie County, Montana",80600
30081,"Ravalli County, Montana",238100
30083,"Richland County, Montana",203700
30085,"Roosevelt County, Montana",117000
30087,"Rosebud County, Montana",113200
30089,"Sanders County, Montana",183100
30091,"Sheridan County, Montana",144300
30093,"Silver Bow County, Montana",133700
30095,"Stillwater County, Montana",213100
30097,"Sweet Grass County, Montana",217300
30099,"Teton County, Montana",147900
30101,"Toole County, Montana",129600
30103,"Treasure County, Montana",81400
30105,"Valley County, Montana",143000
30107,"Wheatland County, Montana",89700
30109,"Wibaux County, Montana",109600
30111,"Yellowstone County, Montana",201500
31001,"Adams County, Nebraska",110600
31003,"Antelope County, Nebraska",78400
31005,"Arthur County, Nebraska",102300
31007,"Banner County, Nebraska",129200
31009,"Blaine County, Nebraska",106500
31011,"Boone County, Nebraska",104400
31013,"Box Butte County, Nebraska",99500
31015,"Boyd County, Nebraska",56200
31017,"Brown County, Nebraska",80100
31019,"Buffalo County, Nebraska",155900
31021,"Burt County, Nebraska",90500
31023,"Butler County, Nebraska",108200
31025,"Cass County, Nebraska",160900
31027,"Cedar County, Nebraska",110500
31029,"Chase County, Nebraska",95900
31031,"Cherry County, Nebraska",122300
31033,"Cheyenne County, Nebraska",114300
31035,"Clay County, Nebraska",82100
31037,"Colfax County, Nebraska",93100
31039,"Cuming County, Nebraska",109200
31041,"Custer County, Nebraska",93000
31043,"Dakota County, Nebraska",108400
31045,"Dawes County, Nebraska",104200
31047,"Dawson County, Nebraska",95600
31049,"Deuel County, Nebraska",72900
31051,"Dixon County, Nebraska",86200
31053,"Dodge County, Nebraska",114700
31055,"Douglas County, Nebraska",149300
31057,"Dundy County, Nebraska",70700
31059,"Fillmore County, Nebraska",75000
31061,"Franklin County, Nebraska",60400
31063,"Frontier County, Nebraska",95000
31065,"Furnas County, Nebraska",62500
31067,"Gage County, Nebraska",108000
31069,"Garden County, Nebraska",83100
31071,"Garfield County, Nebraska",92400
31073,"Gosper County, Nebraska",113000
31075,"Grant County, Nebraska",52500
31077,"Greeley County, Nebraska",65600
31079,"Hall County, Nebraska",128200
31081,"Hamilton County, Nebraska",123200
31083,"Harlan County, Nebraska",84400
31085,"Hayes County, Nebraska",80500
31087,"Hitchcock County, Nebraska",59000
31089,"Holt County, Nebraska",96900
31091,"Hooker County, Nebraska",77900
31093,"Howard County, Nebraska",115100
31095,"Jefferson County, Nebraska",76900
31097,"Johnson County, Nebraska",80900
31099,"Kearney County, Nebraska",119000
31101,"Keith County, Nebraska",104600
31103,"Keya Paha County, Nebraska",79000
31105,"Kimball County, Nebraska",83000
31107,"Knox County, Nebraska",84500
31109,"Lancaster County, Nebraska",157000
31111,"Lincoln County, Nebraska",119600
31113,"Logan County, Nebraska",116500
31115,"Loup County, Nebraska",119500
31117,"McPherson County, Nebraska",147900
31119,"Madison County, Nebraska",121900
31121,"Merrick County, Nebraska",88300
31123,"Morrill County, Nebraska",84700
31125,"Nance County, Nebraska",81600
31127,"Nemaha County, Nebraska",109200
31129,"Nuckolls County, Nebraska",56700
31131,"Otoe County, Nebraska",124100
31133,"Pawnee County, Nebraska",65900
31135,"Perkins County, Nebraska",99400
31137,"Phelps County, Nebraska",114300
31139,"Pierce County, Nebraska",96900
31141,"Platte County, Nebraska",131200
31143,"Polk County, Nebraska",102300
31145,"Red Willow County, Nebraska",88400
31147,"Richardson County, Nebraska",71300
31149,"Rock County, Nebraska",67100
31151,"Saline County, Nebraska",99100
31153,"Sarpy County, Nebraska",167600
31155,"Saunders County, Nebraska",155700
31157,"Scotts Bluff County, Nebraska",111200
31159,"Seward County, Nebraska",154200
31161,"Sheridan County, Nebraska",78900
31163,"Sherman County, Nebraska",84900
31165,"Sioux County, Nebraska",97500
31167,"Stanton County, Nebraska",111200
31169,"Thayer County, Nebraska",68900
31171,"Thomas County, Nebraska",103700
31173,"Thurston County, Nebraska",75600
31175,"Valley County, Nebraska",89900
31177,"Washington County, Nebraska",178000
31179,"Wayne County, Nebraska",129100
31181,"Webster County, Nebraska",77900
31183,"Wheeler County, Nebraska",100500
31185,"York County, Nebraska",120800
32001,"Churchill County, Nevada",157800
32003,"Clark County, Nevada",186700
32005,"Douglas County, Nevada",282500
32007,"Elko County, Nevada",197500
32009,"Esmeralda County, Nevada",77900
32011,"Eureka County, Nevada",93800
32013,"Humboldt County, Nevada",165100
32015,"Lander County, Nevada",128200
32017,"Lincoln County, Nevada",130700
32019,"Lyon County, Nevada",143200
32021,"Mineral County, Nevada",85200
32023,"Nye County, Nevada",109100
32027,"Pershing County, Nevada",105100
32029,"Storey County, Nevada",192700
32031,"Washoe County, Nevada",236900
32033,"White Pine County, Nevada",127100
32510,"Carson City, Nevada",199500
33001,"Belknap County, New Hampshire",219200
33003,"Carroll County, New Hampshire",227300
33005,"Cheshire County, New Hampshire",187300
33007,"Coos County, New Hampshire",122000
33009,"Grafton County, New Hampshire",214100
33011,"Hillsborough County, New Hampshire",248500
33013,"Merrimack County, New Hampshire",225200
33015,"Rockingham County, New Hampshire",288300
33017,"Strafford County, New Hampshire",214000
33019,"Sullivan County, New Hampshire",171800
34001,"Atlantic County, New Jersey",222200
34003,"Bergen County, New Jersey",443400
34005,"Burlington County, New Jersey",245000
34007,"Camden County, New Jersey",193500
34009,"Cape May County, New Jersey",296100
34011,"Cumberland County, New Jersey",161900
34013,"Essex County, New Jersey",356300
34015,"Gloucester County, New Jersey",213200
34017,"Hudson County, New Jersey",341300
34019,"Hunterdon County, New Jersey",389500
34021,"Mercer County, New Jersey",277400
34023,"Middlesex County, New Jersey",324500
34025,"Monmouth County, New Jersey",387500
34027,"Morris County, New Jersey",428900
34029,"Ocean County, New Jersey",264200
34031,"Passaic County, New Jersey",333400
34033,"Salem County, New Jersey",186200
34035,"Somerset County, New Jersey",404100
34037,"Sussex County, New Jersey",265600
34039,"Union County, New Jersey",347500
34041,"Warren County, New Jersey",254400
35001,"Bernalillo County, New Mexico",186500
35003,"Catron County, New Mexico",161200
35005,"Chaves County, New Mexico",102400
35006,"Cibola County, New Mexico",86900
35007,"Colfax County, New Mexico",110600
35009,"Curry County, New Mexico",125900
35011,"De Baca County, New Mexico",70000
35013,"Doña Ana County, New Mexico",137300
35015,"Eddy County, New Mexico",134100
35017,"Grant County, New Mexico",135000
35019,"Guadalupe County, New Mexico",84200
35021,"Harding County, New Mexico",65800
35023,"Hidalgo County, New Mexico",77800
35025,"Lea County, New Mexico",111400
35027,"Lincoln County, New Mexico",170400
35028,"Los Alamos County, New Mexico",274200
35029,"Luna County, New Mexico",85300
35031,"McKinley County, New Mexico",68000
35033,"Mora County, New Mexico",88000
35035,"Otero County, New Mexico",105000
35037,"Quay County, New Mexico",72600
35039,"Rio Arriba County, New Mexico",159100
35041,"Roosevelt County, New Mexico",116400
35043,"Sandoval County, New Mexico",176700
35045,"San Juan County, New Mexico",142500
35047,"San Miguel County, New Mexico",123100
35049,"Santa Fe County, New Mexico",274800
35051,"Sierra County, New Mexico",89900
35053,"Socorro County, New Mexico",120200
35055,"Taos County, New Mexico",213800
35057,"Torrance County, New Mexico",108800
35059,"Union County, New Mexico",87600
35061,"Valencia County, New Mexico",133100
36001,"Albany County, New York",211100
36003,"Allegany County, New York",72100
36005,"Bronx County, New York",363600
36007,"Broome County, New York",112300
36009,"Cattaraugus County, New York",85100
36011,"Cayuga County, New York",117800
36013,"Chautauqua County, New York",85500
36015,"Chemung County, New York",101800
36017,"Chenango County, New York",93400
36019,"Clinton County, New York",127500
36021,"Columbia County, New York",222300
36023,"Cortland County, New York",111400
36025,"Delaware County, New York",135200
36027,"Dutchess County, New York",274300
36029,"Erie County, New York",134600
36031,"Essex County, New York",144100
36033,"Franklin County, New York",100900
36035,"Fulton County, New York",108300
36037,"Genesee County, New York",108700
36039,"Greene County, New York",175900
36041,"Hamilton County, New York",165500
36043,"Herkimer County, New York",97300
36045,"Jefferson County, New York",144400
36047,"Kings County, New York",590500
36049,"Lewis County, New York",122000
36051,"Livingston County, New York",123000
36053,"Madison County, New York",128000
36055,"Monroe County, New York",140200
36057,"Montgomery County, New York",99100
36059,"Nassau County, New York",451700
36061,"New York County, New York",871500
36063,"Niagara County, New York",111500
36065,"Oneida County, New York",117600
36067,"Onondaga County, New York",137000
36069,"Ontario County, New York",148400
36071,"Orange County, New York",258700
36073,"Orleans County, New York",92000
36075,"Oswego County, New York",96000
36077,"Otsego County, New York",140600
36079,"Putnam County, New York",354800
36081,"Queens County, New York",462300
36083,"Rensselaer County, New York",180700
36085,"Richmond County, New York",448000
36087,"Rockland County, New York",420700
36089,"St. Lawrence County, New York",87400
36091,"Saratoga County, New York",238600
36093,"Schenectady County, New York",165000
36095,"Schoharie County, New York",143700
36097,"Schuyler County, New York",111300
36099,"Seneca County, New York",98200
36101,"Steuben County, New York",94300
36103,"Suffolk County, New York",376000
36105,"Sullivan County, New York",165900
36107,"Tioga County, New York",112300
36109,"Tompkins County, New York",182600
36111,"Ulster County, New York",219800
36113,"Warren County, New York",191500
36115,"Washington County, New York",143900
36117,"Wayne County, New York",115100
36119,"Westchester County, New York",507300
36121,"Wyoming County, New York",104200
36123,"Yates County, New York",126900
37001,"Alamance County, North Carolina",143500
37003,"Alexander County, North Carolina",125500
37005,"Alleghany County, North Carolina",140700
37007,"Anson County, North Carolina",79900
37009,"Ashe County, North Carolina",143700
37011,"Avery County, North Carolina",130900
37013,"Beaufort County, North Carolina",122100
37015,"Bertie County, North Carolina",79900
37017,"Bladen County, North Carolina",85700
37019,"Brunswick County, North Carolina",189500
37021,"Buncombe County, North Carolina",198100
37023,"Burke County, North Carolina",113600
37025,"Cabarrus County, North Carolina",171000
37027,"Caldwell County, North Carolina",108900
37029,"Camden County, North Carolina",216600
37031,"Carteret County, North Carolina",197600
37033,"Caswell County, North Carolina",99500
37035,"Catawba County, North Carolina",137600
37037,"Chatham County, North Carolina",243900
37039,"Cherokee County, North Carolina",140700
37041,"Chowan County, North Carolina",131500
37043,"Clay County, North Carolina",145800
37045,"Cleveland County, North Carolina",108100
37047,"Columbus County, North Carolina",84800
37049,"Craven County, North Carolina",154000
37051,"Cumberland County, North Carolina",129000
37053,"Currituck County, North Carolina",227400
37055,"Dare County, North Carolina",283000
37057,"Davidson County, North Carolina",132000
37059,"Davie County, North Carolina",169300
37061,"Duplin County, North Carolina",88200
37063,"Durham County, North Carolina",186800
37065,"Edgecombe County, North Carolina",82200
37067,"Forsyth County, North Carolina",151300
37069,"Franklin County, North Carolina",134500
37071,"Gaston County, North Carolina",126000
37073,"Gates County, North Carolina",136800
37075,"Graham County, North Carolina",122300
37077,"Granville County, North Carolina",141200
37079,"Greene County, North Carolina",88300
37081,"Guilford County, North Carolina",157300
37083,"Halifax County, North Carolina",87700
37085,"Harnett County, North Carolina",140800
37087,"Haywood County, North Carolina",165800
37089,"Henderson County, North Carolina",185800
37091,"Hertford County, North Carolina",86900
37093,"Hoke County, North Carolina",134100
37095,"Hyde County, North Carolina",75600
37097,"Iredell County, North Carolina",169300
37099,"Jackson County, North Carolina",172800
37101,"Johnston County, North Carolina",147500
37103,"Jones County, North Carolina",91000
37105,"Lee County, North Carolina",134800
37107,"Lenoir County, North Carolina",93400
37109,"Lincoln County, North Carolina",153500
37111,"McDowell County, North Carolina",104500
37113,"Macon County, North Carolina",167500
37115,"Madison County, North Carolina",162500
37117,"Martin County, North Carolina",84000
37119,"Mecklenburg County, North Carolina",192700
37121,"Mitchell County, North Carolina",143500
37123,"Montgomery County, North Carolina",95700
37125,"Moore County, North Carolina",205300
37127,"Nash County, North Carolina",120500
37129,"New Hanover County, North Carolina",215800
37131,"Northampton County, North Carolina",81000
37133,"Onslow County, North Carolina",153300
37135,"Orange County, North Carolina",281700
37137,"Pamlico County, North Carolina",147200
37139,"Pasquotank County, North Carolina",156400
37141,"Pender County, North Carolina",160300
37143,"Perquimans County, North Carolina",165000
37145,"Person County, North Carolina",116000
37147,"Pitt County, North Carolina",135000
37149,"Polk County, North Carolina",208000
37151,"Randolph County, North Carolina",118900
37153,"Richmond County, North Carolina",80500
37155,"Robeson County, North Carolina",71000
37157,"Rockingham County, North Carolina",107200
37159,"Rowan County, North Carolina",130500
37161,"Rutherford County, North Carolina",107600
37163,"Sampson County, North Carolina",87900
37165,"Scotland County, North Carolina",83200
37167,"Stanly County, North Carolina",129300
37169,"Stokes County, North Carolina",120900
37171,"Surry County, North Carolina",119300
37173,"Swain County, North Carolina",121900
37175,"Transylvania County, North Carolina",203100
37177,"Tyrrell County, North Carolina",112400
37179,"Union County, North Carolina",206000
37181,"Vance County, North Carolina",96700
37183,"Wake County, North Carolina",241600
37185,"Warren County, North Carolina",95100
37187,"Washington County, North Carolina",82400
37189,"Watauga County, North Carolina",230700
37191,"Wayne County, North Carolina",114200
37193,"Wilkes County, North Carolina",119100
37195,"Wilson County, North Carolina",117100
37197,"Yadkin County, North Carolina",126900
37199,"Yancey County, North Carolina",140500
38001,"Adams County, North Dakota",124000
38003,"Barnes County, North Dakota",96700
38005,"Benson County, North Dakota",65400
38007,"Billings County, North Dakota",167200
38009,"Bottineau County, North Dakota",128000
38011,"Bowman County, North Dakota",145700
38013,"Burke County, North Dakota",116400
38015,"Burleigh County, North Dakota",220800
38017,"Cass County, North Dakota",183800
38019,"Cavalier County, North Dakota",90500
38021,"Dickey County, North Dakota",105500
38023,"Divide County, North Dakota",115800
38025,"Dunn County, North Dakota",162700
38027,"Eddy County, North Dakota",70900
38029,"Emmons County, North Dakota",84900
38031,"Foster County, North Dakota",110400
38033,"Golden Valley County, North Dakota",115700
38035,"Grand Forks County, North Dakota",168900
38037,"Grant County, North Dakota",80600
38039,"Griggs County, North Dakota",85800
38041,"Hettinger County, North Dakota",106000
38043,"Kidder County, North Dakota",100100
38045,"LaMoure County, North Dakota",87300
38047,"Logan County, North Dakota",72300
38049,"McHenry County, North Dakota",118100
38051,"McIntosh County, North Dakota",67900
38053,"McKenzie County, North Dakota",202800
38055,"McLean County, North Dakota",150300
38057,"Mercer County, North Dakota",152200
38059,"Morton County, North Dakota",173400
38061,"Mountrail County, North Dakota",161400
38063,"Nelson County, North Dakota",77500
38065,"Oliver County, North Dakota",125600
38067,"Pembina County, North Dakota",80200
38069,"Pierce County, North Dakota",102900
38071,"Ramsey County, North Dakota",112100
38073,"Ransom County, North Dakota",113600
38075,"Renville County, North Dakota",120400
38077,"Richland County, North Dakota",109000
38079,"Rolette County, North Dakota",73900
38081,"Sargent County, North Dakota",83000
38083,"Sheridan County, North Dakota",71800
38085,"Sioux County, North Dakota",74300
38087,"Slope County, North Dakota",117800
38089,"Stark County, North Dakota",222200
38091,"Steele County, North Dakota",73600
38093,"Stutsman County, North Dakota",120500
38095,"Towner County, North Dakota",70300
38097,"Traill County, North Dakota",115300
38099,"Walsh County, North Dakota",81300
38101,"Ward County, North Dakota",207600
38103,"Wells County, North Dakota",74900
38105,"Williams County, North Dakota",224000
39001,"Adams County, Ohio",94300
39003,"Allen County, Ohio",107500
39005,"Ashland County, Ohio",120700
39007,"Ashtabula County, Ohio",104700
39009,"Athens County, Ohio",113900
39011,"Auglaize County, Ohio",138700
39013,"Belmont County, Ohio",94300
39015,"Brown County, Ohio",116500
39017,"Butler County, Ohio",159800
39019,"Carroll County, Ohio",113300
39021,"Champaign County, Ohio",124400
39023,"Clark County, Ohio",103200
39025,"Clermont County, Ohio",159100
39027,"Clinton County, Ohio",121700
39029,"Columbiana County, Ohio",104100
39031,"Coshocton County, Ohio",97100
39033,"Crawford County, Ohio",85200
39035,"Cuyahoga County, Ohio",122200
39037,"Darke County, Ohio",112100
39039,"Defiance County, Ohio",109400
39041,"Delaware County, Ohio",267600
39043,"Erie County, Ohio",130900
39045,"Fairfield County, Ohio",164400
39047,"Fayette County, Ohio",107100
39049,"Franklin County, Ohio",153100
39051,"Fulton County, Ohio",131100
39053,"Gallia County, Ohio",101200
39055,"Geauga County, Ohio",221500
39057,"Greene County, Ohio",161600
39059,"Guernsey County, Ohio",98600
39061,"Hamilton County, Ohio",143700
39063,"Hancock County, Ohio",130700
39065,"Hardin County, Ohio",93500
39067,"Harrison County, Ohio",85300
39069,"Henry County, Ohio",113600
39071,"Highland County, Ohio",102300
39073,"Hocking County, Ohio",114400
39075,"Holmes County, Ohio",170500
39077,"Huron County, Ohio",117000
39079,"Jackson County, Ohio",90800
39081,"Jefferson County, Ohio",87100
39083,"Knox County, Ohio",135600
39085,"Lake County, Ohio",149300
39087,"Lawrence County, Ohio",101600
39089,"Licking County, Ohio",153900
39091,"Logan County, Ohio",124400
39093,"Lorain County, Ohio",138600
39095,"Lucas County, Ohio",105500
39097,"Madison County, Ohio",150900
39099,"Mahoning County, Ohio",98300
39101,"Marion County, Ohio",93400
39103,"Medina County, Ohio",182100
39105,"Meigs County, Ohio",86300
39107,"Mercer County, Ohio",134800
39109,"Miami County, Ohio",137600
39111,"Monroe County, Ohio",93200
39113,"Montgomery County, Ohio",109600
39115,"Morgan County, Ohio",91400
39117,"Morrow County, Ohio",137800
39119,"Muskingum County, Ohio",110500
39121,"Noble County, Ohio",88100
39123,"Ottawa County, Ohio",144200
39125,"Paulding County, Ohio",91100
39127,"Perry County, Ohio",96100
39129,"Pickaway County, Ohio",150100
39131,"Pike County, Ohio",97800
39133,"Portage County, Ohio",150400
39135,"Preble County, Ohio",116600
39137,"Putnam County, Ohio",143200
39139,"Richland County, Ohio",102600
39141,"Ross County, Ohio",111700
39143,"Sandusky County, Ohio",111300
39145,"Scioto County, Ohio",92000
39147,"Seneca County, Ohio",97000
39149,"Shelby County, Ohio",134400
39151,"Stark County, Ohio",124000
39153,"Summit County, Ohio",134300
39155,"Trumbull County, Ohio",99400
39157,"Tuscarawas County, Ohio",114400
39159,"Union County, Ohio",174300
39161,"Van Wert County, Ohio",98900
39163,"Vinton County, Ohio",84100
39165,"Warren County, Ohio",196200
39167,"Washington County, Ohio",114000
39169,"Wayne County, Ohio",136400
39171,"Williams County, Ohio",95200
39173,"Wood County, Ohio",149100
39175,"Wyandot County, Ohio",111500
40001,"Adair County, Oklahoma",77100
40003,"Alfalfa County, Oklahoma",67600
40005,"Atoka County, Oklahoma",93200
40007,"Beaver County, Oklahoma",97000
40009,"Beckham County, Oklahoma",123200
40011,"Blaine County, Oklahoma",82900
40013,"Bryan County, Oklahoma",96100
40015,"Caddo County, Oklahoma",79400
40017,"Canadian County, Oklahoma",148800
40019,"Carter County, Oklahoma",102200
40021,"Cherokee County, Oklahoma",108700
40023,"Choctaw County, Oklahoma",84200
40025,"Cimarron County, Oklahoma",57100
40027,"Cleveland County, Oklahoma",150400
40029,"Coal County, Oklahoma",85200
40031,"Comanche County, Oklahoma",118700
40033,"Cotton County, Oklahoma",79300
40035,"Craig County, Oklahoma",91400
40037,"Creek County, Oklahoma",106600
40039,"Custer County, Oklahoma",125100
40041,"Delaware County, Oklahoma",110500
40043,"Dewey County, Oklahoma",85600
40045,"Ellis County, Oklahoma",79900
40047,"Garfield County, Oklahoma",100800
40049,"Garvin County, Oklahoma",89100
40051,"Grady County, Oklahoma",114900
40053,"Grant County, Oklahoma",78400
40055,"Greer County, Oklahoma",73800
40057,"Harmon County, Oklahoma",50000
40059,"Harper County, Oklahoma",73700
40061,"Haskell County, Oklahoma",84500
40063,"Hughes County, Oklahoma",68500
40065,"Jackson County, Oklahoma",89100
40067,"Jefferson County, Oklahoma",60000
40069,"Johnston County, Oklahoma",76600
40071,"Kay County, Oklahoma",80700
40073,"Kingfisher County, Oklahoma",126100
40075,"Kiowa County, Oklahoma",59600
40077,"Latimer County, Oklahoma",81000
40079,"Le Flore County, Oklahoma",83400
40081,"Lincoln County, Oklahoma",99900
40083,"Logan County, Oklahoma",151100
40085,"Love County, Oklahoma",90900
40087,"McClain County, Oklahoma",158600
40089,"McCurtain County, Oklahoma",74700
40091,"McIntosh County, Oklahoma",96000
40093,"Major County, Oklahoma",91700
40095,"Marshall County, Oklahoma",85300
40097,"Mayes County, Oklahoma",106200
40099,"Murray County, Oklahoma",99300
40101,"Muskogee County, Oklahoma",94800
40103,"Noble County, Oklahoma",92800
40105,"Nowata County, Oklahoma",78700
40107,"Okfuskee County, Oklahoma",79300
40109,"Oklahoma County, Oklahoma",137500
40111,"Okmulgee County, Oklahoma",80600
40113,"Osage County, Oklahoma",105100
40115,"Ottawa County, Oklahoma",82300
40117,"Pawnee County, Oklahoma",87000
40119,"Payne County, Oklahoma",142800
40121,"Pittsburg County, Oklahoma",96700
40123,"Pontotoc County, Oklahoma",113100
40125,"Pottawatomie County, Oklahoma",105800
40127,"Pushmataha County, Oklahoma",71600
40129,"Roger Mills County, Oklahoma",93300
40131,"Rogers County, Oklahoma",148600
40133,"Seminole County, Oklahoma",70200
40135,"Sequoyah County, Oklahoma",90900
40137,"Stephens County, Oklahoma",100400
40139,"Texas County, Oklahoma",98600
40141,"Tillman County, Oklahoma",55300
40143,"Tulsa County, Oklahoma",141700
40145,"Wagoner County, Oklahoma",144900
40147,"Washington County, Oklahoma",111900
40149,"Washita County, Oklahoma",80800
40151,"Woods County, Oklahoma",92700
40153,"Woodward County, Oklahoma",122200
41001,"Baker County, Oregon",147100
41003,"Benton County, Oregon",276900
41005,"Clackamas County, Oregon",319100
41007,"Clatsop County, Oregon",245400
41009,"Columbia County, Oregon",213200
41011,"Coos County, Oregon",169900
41013,"Crook County, Oregon",172600
41015,"Curry County, Oregon",222100
41017,"Deschutes County, Oregon",275300
41019,"Douglas County, Oregon",170000
41021,"Gilliam County, Oregon",112800
41023,"Grant County, Oregon",158800
41025,"Harney County, Oregon",104300
41027,"Hood River County, Oregon",325200
41029,"Jackson County, Oregon",224500
41031,"Jefferson County, Oregon",159400
41033,"Josephine County, Oregon",225100
41035,"Klamath County, Oregon",148100
41037,"Lake County, Oregon",116600
41039,"Lane County, Oregon",221000
41041,"Lincoln County, Oregon",216300
41043,"Linn County, Oregon",173100
41045,"Malheur County, Oregon",123400
41047,"Marion County, Oregon",192900
41049,"Morrow County, Oregon",124400
41051,"Multnomah County, Oregon",297300
41053,"Polk County, Oregon",215000
41055,"Sherman County, Oregon",150600
41057,"Tillamook County, Oregon",222700
41059,"Umatilla County, Oregon",143400
41061,"Union County, Oregon",170500
41063,"Wallowa County, Oregon",211200
41065,"Wasco County, Oregon",182300
41067,"Washington County, Oregon",301600
41069,"Wheeler County, Oregon",114700
41071,"Yamhill County, Oregon",236300
42001,"Adams County, Pennsylvania",194800
42003,"Allegheny County, Pennsylvania",134400
42005,"Armstrong County, Pennsylvania",95700
42007,"Beaver County, Pennsylvania",123800
42009,"Bedford County, Pennsylvania",125000
42011,"Berks County, Pennsylvania",169000
42013,"Blair County, Pennsylvania",112600
42015,"Bradford County, Pennsylvania",139200
42017,"Bucks County, Pennsylvania",311600
42019,"Butler County, Pennsylvania",183200
42021,"Cambria County, Pennsylvania",88200
42023,"Cameron County, Pennsylvania",68400
42025,"Carbon County, Pennsylvania",141300
42027,"Centre County, Pennsylvania",206000
42029,"Chester County, Pennsylvania",331000
42031,"Clarion County, Pennsylvania",108100
42033,"Clearfield County, Pennsylvania",88300
42035,"Clinton County, Pennsylvania",119500
42037,"Columbia County, Pennsylvania",140100
42039,"Crawford County, Pennsylvania",106700
42041,"Cumberland County, Pennsylvania",191700
42043,"Dauphin County, Pennsylvania",161000
42045,"Delaware County, Pennsylvania",233300
42047,"Elk County, Pennsylvania",92200
