id,Geography,medianHomeValue
18151,"Steuben County, Indiana",130000
18153,"Sullivan County, Indiana",77900
18155,"Switzerland County, Indiana",114200
18157,"Tippecanoe County, Indiana",139500
18159,"Tipton County, Indiana",110600
18161,"Union County, Indiana",106100
18163,"Vanderburgh County, Indiana",118100
18165,"Vermillion County, Indiana",76200
18167,"Vigo County, Indiana",91900
18169,"Wabash County, Indiana",96200
18171,"Warren County, Indiana",110700
18173,"Warrick County, Indiana",153000
18175,"Washington County, Indiana",104600
18177,"Wayne County, Indiana",94300
18179,"Wells County, Indiana",118800
18181,"White County, Indiana",106600
18183,"Whitley County, Indiana",129800
19001,"Adair County, Iowa",95000
19003,"Adams County, Iowa",88900
19005,"Allamakee County, Iowa",116200
19007,"Appanoose County, Iowa",79300
19009,"Audubon County, Iowa",66300
19011,"Benton County, Iowa",143000
19013,"Black Hawk County, Iowa",133800
19015,"Boone County, Iowa",122900
19017,"Bremer County, Iowa",153200
19019,"Buchanan County, Iowa",129900
19021,"Buena Vista County, Iowa",106200
19023,"Butler County, Iowa",110500
19025,"Calhoun County, Iowa",76900
19027,"Carroll County, Iowa",121800
19029,"Cass County, Iowa",91600
19031,"Cedar County, Iowa",138600
19033,"Cerro Gordo County, Iowa",115900
19035,"Cherokee County, Iowa",86300
19037,"Chickasaw County, Iowa",103700
19039,"Clarke County, Iowa",94900
19041,"Clay County, Iowa",111600
19043,"Clayton County, Iowa",111500
19045,"Clinton County, Iowa",110900
19047,"Crawford County, Iowa",88800
19049,"Dallas County, Iowa",204700
19051,"Davis County, Iowa",104500
19053,"Decatur County, Iowa",79200
19055,"Delaware County, Iowa",123200
19057,"Des Moines County, Iowa",98000
19059,"Dickinson County, Iowa",170500
19061,"Dubuque County, Iowa",153000
19063,"Emmet County, Iowa",84700
19065,"Fayette County, Iowa",89600
19067,"Floyd County, Iowa",104600
19069,"Franklin County, Iowa",86400
19071,"Fremont County, Iowa",99300
19073,"Greene County, Iowa",86400
19075,"Grundy County, Iowa",127100
19077,"Guthrie County, Iowa",104600
19079,"Hamilton County, Iowa",95900
19081,"Hancock County, Iowa",95500
19083,"Hardin County, Iowa",90400
19085,"Harrison County, Iowa",107800
19087,"Henry County, Iowa",106100
19089,"Howard County, Iowa",98300
19091,"Humboldt County, Iowa",90200
19093,"Ida County, Iowa",88100
19095,"Iowa County, Iowa",139500
19097,"Jackson County, Iowa",116400
19099,"Jasper County, Iowa",118600
19101,"Jefferson County, Iowa",110700
19103,"Johnson County, Iowa",202400
19105,"Jones County, Iowa",130300
19107,"Keokuk County, Iowa",79500
19109,"Kossuth County, Iowa",95800
19111,"Lee County, Iowa",88100
19113,"Linn County, Iowa",148600
19115,"Louisa County, Iowa",102400
19117,"Lucas County, Iowa",84700
19119,"Lyon County, Iowa",118900
19121,"Madison County, Iowa",163000
19123,"Mahaska County, Iowa",109100
19125,"Marion County, Iowa",144800
19127,"Marshall County, Iowa",104600
19129,"Mills County, Iowa",154200
19131,"Mitchell County, Iowa",110500
19133,"Monona County, Iowa",80100
19135,"Monroe County, Iowa",93400
19137,"Montgomery County, Iowa",80700
19139,"Muscatine County, Iowa",126600
19141,"O'Brien County, Iowa",107800
19143,"Osceola County, Iowa",85900
19145,"Page County, Iowa",85800
19147,"Palo Alto County, Iowa",86600
19149,"Plymouth County, Iowa",143000
19151,"Pocahontas County, Iowa",70800
19153,"Polk County, Iowa",161100
19155,"Pottawattamie County, Iowa",128500
19157,"Poweshiek County, Iowa",128100
19159,"Ringgold County, Iowa",75700
19161,"Sac County, Iowa",83200
19163,"Scott County, Iowa",150900
19165,"Shelby County, Iowa",107900
19167,"Sioux County, Iowa",147700
19169,"Story County, Iowa",167800
19171,"Tama County, Iowa",103300
19173,"Taylor County, Iowa",74800
19175,"Union County, Iowa",88100
19177,"Van Buren County, Iowa",80400
19179,"Wapello County, Iowa",81400
19181,"Warren County, Iowa",165200
19183,"Washington County, Iowa",127500
19185,"Wayne County, Iowa",73200
19187,"Webster County, Iowa",90000
19189,"Winnebago County, Iowa",93300
19191,"Winneshiek County, Iowa",159400
19193,"Woodbury County, Iowa",104300
19195,"Worth County, Iowa",95100
19197,"Wright County, Iowa",76700
20001,"Allen County, Kansas",73700
20003,"Anderson County, Kansas",91200
20005,"Atchison County, Kansas",100300
20007,"Barber County, Kansas",77400
20009,"Barton County, Kansas",83700
20011,"Bourbon County, Kansas",82300
20013,"Brown County, Kansas",86000
20015,"Butler County, Kansas",137800
20017,"Chase County, Kansas",83200
20019,"Chautauqua County, Kansas",53900
20021,"Cherokee County, Kansas",74800
20023,"Cheyenne County, Kansas",84500
20025,"Clark County, Kansas",67300
20027,"Clay County, Kansas",99400
20029,"Cloud County, Kansas",72500
20031,"Coffey County, Kansas",107300
20033,"Comanche County, Kansas",65900
20035,"Cowley County, Kansas",83000
20037,"Crawford County, Kansas",85100
20039,"Decatur County, Kansas",61400
20041,"Dickinson County, Kansas",110300
20043,"Doniphan County, Kansas",92000
20045,"Douglas County, Kansas",181900
20047,"Edwards County, Kansas",58000
20049,"Elk County, Kansas",48800
20051,"Ellis County, Kansas",155900
20053,"Ellsworth County, Kansas",85700
20055,"Finney County, Kansas",122700
20057,"Ford County, Kansas",103600
20059,"Franklin County, Kansas",118200
20061,"Geary County, Kansas",136100
20063,"Gove County, Kansas",77800
20065,"Graham County, Kansas",72000
20067,"Grant County, Kansas",101000
20069,"Gray County, Kansas",115300
20071,"Greeley County, Kansas",89100
20073,"Greenwood County, Kansas",59300
20075,"Hamilton County, Kansas",88100
20077,"Harper County, Kansas",66200
20079,"Harvey County, Kansas",120600
20081,"Haskell County, Kansas",114800
20083,"Hodgeman County, Kansas",85900
20085,"Jackson County, Kansas",121000
20087,"Jefferson County, Kansas",130100
20089,"Jewell County, Kansas",53200
20091,"Johnson County, Kansas",222400
20093,"Kearny County, Kansas",91000
20095,"Kingman County, Kansas",90200
20097,"Kiowa County, Kansas",118400
20099,"Labette County, Kansas",75300
20101,"Lane County, Kansas",74700
20103,"Leavenworth County, Kansas",168900
20105,"Lincoln County, Kansas",69300
20107,"Linn County, Kansas",90500
20109,"Logan County, Kansas",80500
20111,"Lyon County, Kansas",94500
20113,"McPherson County, Kansas",138800
20115,"Marion County, Kansas",82600
20117,"Marshall County, Kansas",92000
20119,"Meade County, Kansas",91100
20121,"Miami County, Kansas",173400
20123,"Mitchell County, Kansas",90000
20125,"Montgomery County, Kansas",71600
20127,"Morris County, Kansas",89500
20129,"Morton County, Kansas",105600
20131,"Nemaha County, Kansas",110400
20133,"Neosho County, Kansas",74500
20135,"Ness County, Kansas",68800
20137,"Norton County, Kansas",69700
20139,"Osage County, Kansas",101800
20141,"Osborne County, Kansas",60100
20143,"Ottawa County, Kansas",92800
20145,"Pawnee County, Kansas",77200
20147,"Phillips County, Kansas",76500
20149,"Pottawatomie County, Kansas",165900
20151,"Pratt County, Kansas",86300
20153,"Rawlins County, Kansas",81500
20155,"Reno County, Kansas",96100
20157,"Republic County, Kansas",55400
20159,"Rice County, Kansas",74200
20161,"Riley County, Kansas",184500
20163,"Rooks County, Kansas",74600
20165,"Rush County, Kansas",66700
20167,"Russell County, Kansas",85100
20169,"Saline County, Kansas",123200
20171,"Scott County, Kansas",133500
20173,"Sedgwick County, Kansas",128000
20175,"Seward County, Kansas",89400
20177,"Shawnee County, Kansas",125900
20179,"Sheridan County, Kansas",91400
20181,"Sherman County, Kansas",80400
20183,"Smith County, Kansas",65200
20185,"Stafford County, Kansas",64900
20187,"Stanton County, Kansas",76900
20189,"Stevens County, Kansas",98600
20191,"Sumner County, Kansas",84200
20193,"Thomas County, Kansas",110100
20195,"Trego County, Kansas",82000
20197,"Wabaunsee County, Kansas",112700
20199,"Wallace County, Kansas",82500
20201,"Washington County, Kansas",73900
20203,"Wichita County, Kansas",81800
20205,"Wilson County, Kansas",61700
20207,"Woodson County, Kansas",52100
20209,"Wyandotte County, Kansas",90100
21001,"Adair County, Kentucky",86100
21003,"Allen County, Kentucky",98200
21005,"Anderson County, Kentucky",136300
21007,"Ballard County, Kentucky",108400
21009,"Barren County, Kentucky",108300
21011,"Bath County, Kentucky",73500
21013,"Bell County, Kentucky",59800
21015,"Boone County, Kentucky",178300
21017,"Bourbon County, Kentucky",140500
21019,"Boyd County, Kentucky",100700
21021,"Boyle County, Kentucky",136900
21023,"Bracken County, Kentucky",96200
21025,"Breathitt County, Kentucky",49600
21027,"Breckinridge County, Kentucky",91600
21029,"Bullitt County, Kentucky",149000
21031,"Butler County, Kentucky",92300
21033,"Caldwell County, Kentucky",95600
21035,"Calloway County, Kentucky",123400
21037,"Campbell County, Kentucky",156600
21039,"Carlisle County, Kentucky",78800
21041,"Carroll County, Kentucky",104200
21043,"Carter County, Kentucky",81000
21045,"Casey County, Kentucky",76000
21047,"Christian County, Kentucky",109200
21049,"Clark County, Kentucky",138000
21051,"Clay County, Kentucky",54500
21053,"Clinton County, Kentucky",65900
21055,"Crittenden County, Kentucky",78500
21057,"Cumberland County, Kentucky",82100
21059,"Daviess County, Kentucky",119400
21061,"Edmonson County, Kentucky",86600
21063,"Elliott County, Kentucky",70700
21065,"Estill County, Kentucky",74200
21067,"Fayette County, Kentucky",170800
21069,"Fleming County, Kentucky",86400
21071,"Floyd County, Kentucky",69400
21073,"Franklin County, Kentucky",138800
21075,"Fulton County, Kentucky",61600
21077,"Gallatin County, Kentucky",108700
21079,"Garrard County, Kentucky",129500
21081,"Grant County, Kentucky",122000
21083,"Graves County, Kentucky",94400
21085,"Grayson County, Kentucky",102700
21087,"Green County, Kentucky",75000
21089,"Greenup County, Kentucky",99700
21091,"Hancock County, Kentucky",105600
21093,"Hardin County, Kentucky",145700
21095,"Harlan County, Kentucky",52700
21097,"Harrison County, Kentucky",123700
21099,"Hart County, Kentucky",83600
21101,"Henderson County, Kentucky",113500
21103,"Henry County, Kentucky",122300
21105,"Hickman County, Kentucky",68200
21107,"Hopkins County, Kentucky",92500
21109,"Jackson County, Kentucky",79400
21111,"Jefferson County, Kentucky",154100
21113,"Jessamine County, Kentucky",160500
21115,"Johnson County, Kentucky",83800
21117,"Kenton County, Kentucky",147000
21119,"Knott County, Kentucky",50900
21121,"Knox County, Kentucky",77000
21123,"Larue County, Kentucky",111600
21125,"Laurel County, Kentucky",99900
21127,"Lawrence County, Kentucky",82800
21129,"Lee County, Kentucky",63800
21131,"Leslie County, Kentucky",44200
21133,"Letcher County, Kentucky",57300
21135,"Lewis County, Kentucky",63500
21137,"Lincoln County, Kentucky",89400
21139,"Livingston County, Kentucky",88700
21141,"Logan County, Kentucky",96500
21143,"Lyon County, Kentucky",129400
21145,"McCracken County, Kentucky",127600
21147,"McCreary County, Kentucky",62500
21149,"McLean County, Kentucky",98200
21151,"Madison County, Kentucky",147400
21153,"Magoffin County, Kentucky",56500
21155,"Marion County, Kentucky",99700
21157,"Marshall County, Kentucky",115300
21159,"Martin County, Kentucky",75600
21161,"Mason County, Kentucky",105600
21163,"Meade County, Kentucky",134700
21165,"Menifee County, Kentucky",78500
21167,"Mercer County, Kentucky",134000
21169,"Metcalfe County, Kentucky",77600
21171,"Monroe County, Kentucky",71600
21173,"Montgomery County, Kentucky",114500
21175,"Morgan County, Kentucky",76900
21177,"Muhlenberg County, Kentucky",81400
21179,"Nelson County, Kentucky",139000
21181,"Nicholas County, Kentucky",86200
21183,"Ohio County, Kentucky",85400
21185,"Oldham County, Kentucky",250500
21187,"Owen County, Kentucky",97000
21189,"Owsley County, Kentucky",66200
21191,"Pendleton County, Kentucky",102100
21193,"Perry County, Kentucky",72800
21195,"Pike County, Kentucky",73100
21197,"Powell County, Kentucky",80200
21199,"Pulaski County, Kentucky",109100
21201,"Robertson County, Kentucky",115000
21203,"Rockcastle County, Kentucky",75100
21205,"Rowan County, Kentucky",117300
21207,"Russell County, Kentucky",88600
21209,"Scott County, Kentucky",167700
21211,"Shelby County, Kentucky",176800
21213,"Simpson County, Kentucky",119700
21215,"Spencer County, Kentucky",186100
21217,"Taylor County, Kentucky",104300
21219,"Todd County, Kentucky",89700
21221,"Trigg County, Kentucky",116600
21223,"Trimble County, Kentucky",114400
21225,"Union County, Kentucky",82100
21227,"Warren County, Kentucky",146100
21229,"Washington County, Kentucky",100700
21231,"Wayne County, Kentucky",80700
21233,"Webster County, Kentucky",78700
21235,"Whitley County, Kentucky",79100
21237,"Wolfe County, Kentucky",64000
21239,"Woodford County, Kentucky",182700
22001,"Acadia Parish, Louisiana",91600
22003,"Allen Parish, Louisiana",82700
22005,"Ascension Parish, Louisiana",172300
22007,"Assumption Parish, Louisiana",108600
22009,"Avoyelles Parish, Louisiana",93000
22011,"Beauregard Parish, Louisiana",108700
22013,"Bienville Parish, Louisiana",78300
22015,"Bossier Parish, Louisiana",158400
22017,"Caddo Parish, Louisiana",132400
22019,"Calcasieu Parish, Louisiana",126600
22021,"Caldwell Parish, Louisiana",61200
22023,"Cameron Parish, Louisiana",94800
22025,"Catahoula Parish, Louisiana",73700
22027,"Claiborne Parish, Louisiana",76100
22029,"Concordia Parish, Louisiana",77800
22031,"De Soto Parish, Louisiana",103600
22033,"East Baton Rouge Parish, Louisiana",173200
22035,"East Carroll Parish, Louisiana",55900
22037,"East Feliciana Parish, Louisiana",137100
22039,"Evangeline Parish, Louisiana",86600
22041,"Franklin Parish, Louisiana",82100
22043,"Grant Parish, Louisiana",87200
22045,"Iberia Parish, Louisiana",100300
22047,"Iberville Parish, Louisiana",115500
22049,"Jackson Parish, Louisiana",85300
22051,"Jefferson Parish, Louisiana",173500
22053,"Jefferson Davis Parish, Louisiana",97600
22055,"Lafayette Parish, Louisiana",168300
22057,"Lafourche Parish, Louisiana",138200
22059,"LaSalle Parish, Louisiana",69100
22061,"Lincoln Parish, Louisiana",141300
22063,"Livingston Parish, Louisiana",152700
22065,"Madison Parish, Louisiana",62000
22067,"Morehouse Parish, Louisiana",80500
22069,"Natchitoches Parish, Louisiana",105400
22071,"Orleans Parish, Louisiana",197000
22073,"Ouachita Parish, Louisiana",128500
22075,"Plaquemines Parish, Louisiana",153700
22077,"Pointe Coupee Parish, Louisiana",121400
22079,"Rapides Parish, Louisiana",129000
22081,"Red River Parish, Louisiana",83900
22083,"Richland Parish, Louisiana",86900
22085,"Sabine Parish, Louisiana",78900
22087,"St. Bernard Parish, Louisiana",133400
22089,"St. Charles Parish, Louisiana",190200
22091,"St. Helena Parish, Louisiana",89900
22093,"St. James Parish, Louisiana",134500
22095,"St. John the Baptist Parish, Louisiana",151000
22097,"St. Landry Parish, Louisiana",95200
22099,"St. Martin Parish, Louisiana",108900
22101,"St. Mary Parish, Louisiana",95500
22103,"St. Tammany Parish, Louisiana",202000
22105,"Tangipahoa Parish, Louisiana",143300
22107,"Tensas Parish, Louisiana",57200
22109,"Terrebonne Parish, Louisiana",139200
22111,"Union Parish, Louisiana",89500
22113,"Vermilion Parish, Louisiana",103800
22115,"Vernon Parish, Louisiana",107900
22117,"Washington Parish, Louisiana",82100
22119,"Webster Parish, Louisiana",80800
22121,"West Baton Rouge Parish, Louisiana",168600
22123,"West Carroll Parish, Louisiana",73100
22125,"West Feliciana Parish, Louisiana",197700
22127,"Winn Parish, Louisiana",71700
23001,"Androscoggin County, Maine",152100
23003,"Aroostook County, Maine",95800
23005,"Cumberland County, Maine",251300
23007,"Franklin County, Maine",132400
23009,"Hancock County, Maine",199800
23011,"Kennebec County, Maine",151100
23013,"Knox County, Maine",198100
23015,"Lincoln County, Maine",209700
23017,"Oxford County, Maine",132900
23019,"Penobscot County, Maine",137000
23021,"Piscataquis County, Maine",106800
23023,"Sagadahoc County, Maine",194600
23025,"Somerset County, Maine",107100
23027,"Waldo County, Maine",158400
23029,"Washington County, Maine",107400
23031,"York County, Maine",229600
24001,"Allegany County, Maryland",118800
24003,"Anne Arundel County, Maryland",338500
24005,"Baltimore County, Maryland",246900
24009,"Calvert County, Maryland",344300
24011,"Caroline County, Maryland",192600
24013,"Carroll County, Maryland",324300
24015,"Cecil County, Maryland",239900
24017,"Charles County, Maryland",287600
24019,"Dorchester County, Maryland",188100
24021,"Frederick County, Maryland",306100
24023,"Garrett County, Maryland",169400
24025,"Harford County, Maryland",278100
24027,"Howard County, Maryland",434700
24029,"Kent County, Maryland",238800
24031,"Montgomery County, Maryland",460100
24033,"Prince George's County, Maryland",261400
24035,"Queen Anne's County, Maryland",343900
24037,"St. Mary's County, Maryland",295900
24039,"Somerset County, Maryland",131800
24041,"Talbot County, Maryland",320500
24043,"Washington County, Maryland",198900
24045,"Wicomico County, Maryland",173100
24047,"Worcester County, Maryland",243600
24510,"Baltimore city, Maryland",153000
25001,"Barnstable County, Massachusetts",367200
25003,"Berkshire County, Massachusetts",204200
25005,"Bristol County, Massachusetts",273700
25007,"Dukes County, Massachusetts",656000
25009,"Essex County, Massachusetts",362200
25011,"Franklin County, Massachusetts",224200
25013,"Hampden County, Massachusetts",196500
25015,"Hampshire County, Massachusetts",270100
25017,"Middlesex County, Massachusetts",432300
25019,"Nantucket County, Massachusetts",966600
25021,"Norfolk County, Massachusetts",414000
25023,"Plymouth County, Massachusetts",333600
25025,"Suffolk County, Massachusetts",398000
25027,"Worcester County, Massachusetts",254100
26001,"Alcona County, Michigan",97500
26003,"Alger County, Michigan",118500
26005,"Allegan County, Michigan",144600
26007,"Alpena County, Michigan",92700
26009,"Antrim County, Michigan",145100
26011,"Arenac County, Michigan",88400
26013,"Baraga County, Michigan",90900
26015,"Barry County, Michigan",139300
26017,"Bay County, Michigan",94500
26019,"Benzie County, Michigan",158100
26021,"Berrien County, Michigan",137000
26023,"Branch County, Michigan",95200
26025,"Calhoun County, Michigan",99400
26027,"Cass County, Michigan",128200
26029,"Charlevoix County, Michigan",155100
26031,"Cheboygan County, Michigan",113300
26033,"Chippewa County, Michigan",109700
26035,"Clare County, Michigan",83300
26037,"Clinton County, Michigan",160000
26039,"Crawford County, Michigan",93500
26041,"Delta County, Michigan",103900
26043,"Dickinson County, Michigan",88100
26045,"Eaton County, Michigan",137300
26047,"Emmet County, Michigan",166100
26049,"Genesee County, Michigan",91800
26051,"Gladwin County, Michigan",95700
26053,"Gogebic County, Michigan",69800
26055,"Grand Traverse County, Michigan",173900
26057,"Gratiot County, Michigan",89000
26059,"Hillsdale County, Michigan",99400
26061,"Houghton County, Michigan",96100
26063,"Huron County, Michigan",93000
26065,"Ingham County, Michigan",119100
26067,"Ionia County, Michigan",113100
26069,"Iosco County, Michigan",85500
26071,"Iron County, Michigan",74800
26073,"Isabella County, Michigan",127100
26075,"Jackson County, Michigan",115700
26077,"Kalamazoo County, Michigan",140900
26079,"Kalkaska County, Michigan",100200
26081,"Kent County, Michigan",144300
26083,"Keweenaw County, Michigan",98800
26085,"Lake County, Michigan",79100
26087,"Lapeer County, Michigan",141200
26089,"Leelanau County, Michigan",243500
26091,"Lenawee County, Michigan",119400
26093,"Livingston County, Michigan",204000
26095,"Luce County, Michigan",80300
26097,"Mackinac County, Michigan",124100
26099,"Macomb County, Michigan",134800
26101,"Manistee County, Michigan",109800
26103,"Marquette County, Michigan",137700
26105,"Mason County, Michigan",123200
26107,"Mecosta County, Michigan",111300
26109,"Menominee County, Michigan",93700
26111,"Midland County, Michigan",131100
26113,"Missaukee County, Michigan",103900
26115,"Monroe County, Michigan",141500
26117,"Montcalm County, Michigan",96500
26119,"Montmorency County, Michigan",95100
26121,"Muskegon County, Michigan",101400
26123,"Newaygo County, Michigan",101200
26125,"Oakland County, Michigan",191500
26127,"Oceana County, Michigan",104800
26129,"Ogemaw County, Michigan",88600
26131,"Ontonagon County, Michigan",69500
26133,"Osceola County, Michigan",89400
26135,"Oscoda County, Michigan",80700
26137,"Otsego County, Michigan",121600
26139,"Ottawa County, Michigan",160500
26141,"Presque Isle County, Michigan",94000
26143,"Roscommon County, Michigan",92400
26145,"Saginaw County, Michigan",92800
26147,"St. Clair County, Michigan",126900
26149,"St. Joseph County, Michigan",109700
26151,"Sanilac County, Michigan",98500
26153,"Schoolcraft County, Michigan",98700
26155,"Shiawassee County, Michigan",105500
26157,"Tuscola County, Michigan",95200
26159,"Van Buren County, Michigan",121400
26161,"Washtenaw County, Michigan",218100
26163,"Wayne County, Michigan",86000
26165,"Wexford County, Michigan",92400
27001,"Aitkin County, Minnesota",165300
27003,"Anoka County, Minnesota",193200
27005,"Becker County, Minnesota",177600
27007,"Beltrami County, Minnesota",148600
27009,"Benton County, Minnesota",158400
27011,"Big Stone County, Minnesota",96900
27013,"Blue Earth County, Minnesota",166200
27015,"Brown County, Minnesota",132300
27017,"Carlton County, Minnesota",160900
27019,"Carver County, Minnesota",277600
27021,"Cass County, Minnesota",174000
27023,"Chippewa County, Minnesota",102400
27025,"Chisago County, Minnesota",195600
27027,"Clay County, Minnesota",166600
27029,"Clearwater County, Minnesota",116500
27031,"Cook County, Minnesota",242200
27033,"Cottonwood County, Minnesota",88800
27035,"Crow Wing County, Minnesota",181800
27037,"Dakota County, Minnesota",226900
27039,"Dodge County, Minnesota",162000
27041,"Douglas County, Minnesota",189900
27043,"Faribault County, Minnesota",85400
27045,"Fillmore County, Minnesota",143700
27047,"Freeborn County, Minnesota",106600
27049,"Goodhue County, Minnesota",185800
27051,"Grant County, Minnesota",100800
27053,"Hennepin County, Minnesota",235800
27055,"Houston County, Minnesota",162300
27057,"Hubbard County, Minnesota",177800
27059,"Isanti County, Minnesota",166900
27061,"Itasca County, Minnesota",155400
27063,"Jackson County, Minnesota",115100
27065,"Kanabec County, Minnesota",136600
27067,"Kandiyohi County, Minnesota",164300
27069,"Kittson County, Minnesota",72400
27071,"Koochiching County, Minnesota",105500
27073,"Lac qui Parle County, Minnesota",81000
27075,"Lake County, Minnesota",164700
27077,"Lake of the Woods County, Minnesota",122400
27079,"Le Sueur County, Minnesota",182000
27081,"Lincoln County, Minnesota",89600
27083,"Lyon County, Minnesota",134500
27085,"McLeod County, Minnesota",148400
27087,"Mahnomen County, Minnesota",96800
27089,"Marshall County, Minnesota",99100
27091,"Martin County, Minnesota",108500
27093,"Meeker County, Minnesota",157600
27095,"Mille Lacs County, Minnesota",143500
27097,"Morrison County, Minnesota",155600
27099,"Mower County, Minnesota",114100
27101,"Murray County, Minnesota",105000
27103,"Nicollet County, Minnesota",174200
27105,"Nobles County, Minnesota",113100
27107,"Norman County, Minnesota",86000
27109,"Olmsted County, Minnesota",178000
27111,"Otter Tail County, Minnesota",168900
27113,"Pennington County, Minnesota",123300
27115,"Pine County, Minnesota",144800
27117,"Pipestone County, Minnesota",92400
27119,"Polk County, Minnesota",145100
27121,"Pope County, Minnesota",153000
27123,"Ramsey County, Minnesota",199200
27125,"Red Lake County, Minnesota",103700
27127,"Redwood County, Minnesota",96900
27129,"Renville County, Minnesota",99300
27131,"Rice County, Minnesota",184400
27133,"Rock County, Minnesota",131700
27135,"Roseau County, Minnesota",115700
27137,"St. Louis County, Minnesota",143200
27139,"Scott County, Minnesota",258400
27141,"Sherburne County, Minnesota",193300
27143,"Sibley County, Minnesota",134300
27145,"Stearns County, Minnesota",168200
27147,"Steele County, Minnesota",149700
27149,"Stevens County, Minnesota",146400
27151,"Swift County, Minnesota",97100
27153,"Todd County, Minnesota",132100
27155,"Traverse County, Minnesota",72800
27157,"Wabasha County, Minnesota",160900
27159,"Wadena County, Minnesota",113400
27161,"Waseca County, Minnesota",142800
27163,"Washington County, Minnesota",253300
27165,"Watonwan County, Minnesota",94900
27167,"Wilkin County, Minnesota",110800
27169,"Winona County, Minnesota",156500
27171,"Wright County, Minnesota",201500
27173,"Yellow Medicine County, Minnesota",98100
28001,"Adams County, Mississippi",89400
28003,"Alcorn County, Mississippi",86500
28005,"Amite County, Mississippi",73100
28007,"Attala County, Mississippi",74700
28009,"Benton County, Mississippi",73300
28011,"Bolivar County, Mississippi",86100
28013,"Calhoun County, Mississippi",67400
28015,"Carroll County, Mississippi",89900
28017,"Chickasaw County, Mississippi",60000
28019,"Choctaw County, Mississippi",77400
28021,"Claiborne County, Mississippi",56200
28023,"Clarke County, Mississippi",68200
28025,"Clay County, Mississippi",81600
28027,"Coahoma County, Mississippi",62500
28029,"Copiah County, Mississippi",88800
28031,"Covington County, Mississippi",72300
28033,"DeSoto County, Mississippi",155000
28035,"Forrest County, Mississippi",111300
28037,"Franklin County, Mississippi",74400
28039,"George County, Mississippi",97700
28041,"Greene County, Mississippi",88300
28043,"Grenada County, Mississippi",94900
28045,"Hancock County, Mississippi",129900
28047,"Harrison County, Mississippi",138400
28049,"Hinds County, Mississippi",107300
28051,"Holmes County, Mississippi",51800
28053,"Humphreys County, Mississippi",61500
28055,"Issaquena County, Mississippi",57400
28057,"Itawamba County, Mississippi",84400
28059,"Jackson County, Mississippi",120800
28061,"Jasper County, Mississippi",65500
28063,"Jefferson County, Mississippi",59900
28065,"Jefferson Davis County, Mississippi",81400
28067,"Jones County, Mississippi",85400
28069,"Kemper County, Mississippi",63400
28071,"Lafayette County, Mississippi",163500
28073,"Lamar County, Mississippi",169500
28075,"Lauderdale County, Mississippi",87800
28077,"Lawrence County, Mississippi",90100
28079,"Leake County, Mississippi",78200
28081,"Lee County, Mississippi",120400
28083,"Leflore County, Mississippi",73600
28085,"Lincoln County, Mississippi",91400
28087,"Lowndes County, Mississippi",118800
28089,"Madison County, Mississippi",208800
28091,"Marion County, Mississippi",76400
28093,"Marshall County, Mississippi",93100
28095,"Monroe County, Mississippi",82000
28097,"Montgomery County, Mississippi",76400
28099,"Neshoba County, Mississippi",79700
28101,"Newton County, Mississippi",80400
28103,"Noxubee County, Mississippi",67700
28105,"Oktibbeha County, Mississippi",148900
28107,"Panola County, Mississippi",75300
28109,"Pearl River County, Mississippi",120300
28111,"Perry County, Mississippi",76700
28113,"Pike County, Mississippi",87600
28115,"Pontotoc County, Mississippi",87800
28117,"Prentiss County, Mississippi",82200
28119,"Quitman County, Mississippi",52700
28121,"Rankin County, Mississippi",157000
28123,"Scott County, Mississippi",69600
28125,"Sharkey County, Mississippi",52600
28127,"Simpson County, Mississippi",84100
28129,"Smith County, Mississippi",77800
28131,"Stone County, Mississippi",112900
28133,"Sunflower County, Mississippi",71100
28135,"Tallahatchie County, Mississippi",61500
28137,"Tate County, Mississippi",110000
28139,"Tippah County, Mississippi",82700
28141,"Tishomingo County, Mississippi",79300
28143,"Tunica County, Mississippi",87500
28145,"Union County, Mississippi",86700
28147,"Walthall County, Mississippi",93300
28149,"Warren County, Mississippi",109500
28151,"Washington County, Mississippi",73000
28153,"Wayne County, Mississippi",74000
28155,"Webster County, Mississippi",79900
28157,"Wilkinson County, Mississippi",61900
28159,"Winston County, Mississippi",80400
28161,"Yalobusha County, Mississippi",72300
28163,"Yazoo County, Mississippi",72100
29001,"Adair County, Missouri",112100
29003,"Andrew County, Missouri",131800
29005,"Atchison County, Missouri",81700
29007,"Audrain County, Missouri",93400
29009,"Barry County, Missouri",112900
29011,"Barton County, Missouri",94900
29013,"Bates County, Missouri",107500
29015,"Benton County, Missouri",110000
29017,"Bollinger County, Missouri",94400
29019,"Boone County, Missouri",171400
29021,"Buchanan County, Missouri",112400
29023,"Butler County, Missouri",97200
29025,"Caldwell County, Missouri",99100
29027,"Callaway County, Missouri",124900
29029,"Camden County, Missouri",171700
29031,"Cape Girardeau County, Missouri",147400
29033,"Carroll County, Missouri",79900
29035,"Carter County, Missouri",95600
29037,"Cass County, Missouri",161000
29039,"Cedar County, Missouri",87800
29041,"Chariton County, Missouri",80200
29043,"Christian County, Missouri",148000
29045,"Clark County, Missouri",85900
29047,"Clay County, Missouri",156600
29049,"Clinton County, Missouri",138400
29051,"Cole County, Missouri",150700
29053,"Cooper County, Missouri",122900
29055,"Crawford County, Missouri",116500
29057,"Dade County, Missouri",80300
29059,"Dallas County, Missouri",101300
