id,Geography,medianHouseholdIncome
29063,"DeKalb County, Missouri",43538
29065,"Dent County, Missouri",38020
29067,"Douglas County, Missouri",31333
29069,"Dunklin County, Missouri",31220
29071,"Franklin County, Missouri",50895
29073,"Gasconade County, Missouri",45505
29075,"Gentry County, Missouri",44024
29077,"Greene County, Missouri",41908
29079,"Grundy County, Missouri",40187
29081,"Harrison County, Missouri",41173
29083,"Henry County, Missouri",42707
29085,"Hickory County, Missouri",33113
29087,"Holt County, Missouri",41017
29089,"Howard County, Missouri",45762
29091,"Howell County, Missouri",33964
29093,"Iron County, Missouri",36354
29095,"Jackson County, Missouri",48104
29097,"Jasper County, Missouri",42648
29099,"Jefferson County, Missouri",58232
29101,"Johnson County, Missouri",48977
29103,"Knox County, Missouri",38816
29105,"Laclede County, Missouri",40436
29107,"Lafayette County, Missouri",50830
29109,"Lawrence County, Missouri",40505
29111,"Lewis County, Missouri",45708
29113,"Lincoln County, Missouri",55249
29115,"Linn County, Missouri",39286
29117,"Livingston County, Missouri",44266
29119,"McDonald County, Missouri",38846
29121,"Macon County, Missouri",37099
29123,"Madison County, Missouri",36359
29125,"Maries County, Missouri",40542
29127,"Marion County, Missouri",43828
29129,"Mercer County, Missouri",41817
29131,"Miller County, Missouri",40057
29133,"Mississippi County, Missouri",29214
29135,"Moniteau County, Missouri",48974
29137,"Monroe County, Missouri",41201
29139,"Montgomery County, Missouri",41096
29141,"Morgan County, Missouri",32807
29143,"New Madrid County, Missouri",31615
29145,"Newton County, Missouri",44474
29147,"Nodaway County, Missouri",39908
29149,"Oregon County, Missouri",30442
29151,"Osage County, Missouri",54119
29153,"Ozark County, Missouri",31087
29155,"Pemiscot County, Missouri",31671
29157,"Perry County, Missouri",53014
29159,"Pettis County, Missouri",40467
29161,"Phelps County, Missouri",41603
29163,"Pike County, Missouri",42779
29165,"Platte County, Missouri",70879
29167,"Polk County, Missouri",42483
29169,"Pulaski County, Missouri",49216
29171,"Putnam County, Missouri",38125
29173,"Ralls County, Missouri",48919
29175,"Randolph County, Missouri",40638
29177,"Ray County, Missouri",53459
29179,"Reynolds County, Missouri",36736
29181,"Ripley County, Missouri",34145
29183,"St. Charles County, Missouri",75603
29185,"St. Clair County, Missouri",33750
29186,"Ste. Genevieve County, Missouri",49356
29187,"St. Francois County, Missouri",41461
29189,"St. Louis County, Missouri",61103
29195,"Saline County, Missouri",40645
29197,"Schuyler County, Missouri",37583
29199,"Scotland County, Missouri",41336
29201,"Scott County, Missouri",40276
29203,"Shannon County, Missouri",32284
29205,"Shelby County, Missouri",41351
29207,"Stoddard County, Missouri",38096
29209,"Stone County, Missouri",41944
29211,"Sullivan County, Missouri",42639
29213,"Taney County, Missouri",38040
29215,"Texas County, Missouri",35730
29217,"Vernon County, Missouri",40655
29219,"Warren County, Missouri",51509
29221,"Washington County, Missouri",36701
29223,"Wayne County, Missouri",33954
29225,"Webster County, Missouri",44814
29227,"Worth County, Missouri",44974
29229,"Wright County, Missouri",30581
29510,"St. Louis city, Missouri",36809
30001,"Beaverhead County, Montana",38194
30003,"Big Horn County, Montana",44136
30005,"Blaine County, Montana",36875
30007,"Broadwater County, Montana",50946
30009,"Carbon County, Montana",52869
30011,"Carter County, Montana",46985
30013,"Cascade County, Montana",45469
30015,"Chouteau County, Montana",38735
30017,"Custer County, Montana",50146
30019,"Daniels County, Montana",51108
30021,"Dawson County, Montana",57591
30023,"Deer Lodge County, Montana",39212
30025,"Fallon County, Montana",50114
30027,"Fergus County, Montana",42357
30029,"Flathead County, Montana",48407
30031,"Gallatin County, Montana",57021
30033,"Garfield County, Montana",42614
30035,"Glacier County, Montana",29181
30037,"Golden Valley County, Montana",44000
30039,"Granite County, Montana",48688
30041,"Hill County, Montana",42979
30043,"Jefferson County, Montana",62939
30045,"Judith Basin County, Montana",45347
30047,"Lake County, Montana",39898
30049,"Lewis and Clark County, Montana",59170
30051,"Liberty County, Montana",46597
30053,"Lincoln County, Montana",35461
30055,"McCone County, Montana",42330
30057,"Madison County, Montana",47617
30059,"Meagher County, Montana",39032
30061,"Mineral County, Montana",37143
30063,"Missoula County, Montana",46371
30065,"Musselshell County, Montana",41557
30067,"Park County, Montana",43385
30069,"Petroleum County, Montana",38250
30071,"Phillips County, Montana",38692
30073,"Pondera County, Montana",42193
30075,"Powder River County, Montana",47955
30077,"Powell County, Montana",43064
30079,"Prairie County, Montana",44643
30081,"Ravalli County, Montana",40546
30083,"Richland County, Montana",65638
30085,"Roosevelt County, Montana",34481
30087,"Rosebud County, Montana",55609
30089,"Sanders County, Montana",34336
30091,"Sheridan County, Montana",52308
30093,"Silver Bow County, Montana",39580
30095,"Stillwater County, Montana",59603
30097,"Sweet Grass County, Montana",50813
30099,"Teton County, Montana",49047
30101,"Toole County, Montana",46588
30103,"Treasure County, Montana",42500
30105,"Valley County, Montana",49977
30107,"Wheatland County, Montana",36076
30109,"Wibaux County, Montana",40833
30111,"Yellowstone County, Montana",55032
31001,"Adams County, Nebraska",51201
31003,"Antelope County, Nebraska",46381
31005,"Arthur County, Nebraska",40375
31007,"Banner County, Nebraska",50833
31009,"Blaine County, Nebraska",50350
31011,"Boone County, Nebraska",51890
31013,"Box Butte County, Nebraska",54444
31015,"Boyd County, Nebraska",42463
31017,"Brown County, Nebraska",37328
31019,"Buffalo County, Nebraska",54098
31021,"Burt County, Nebraska",47137
31023,"Butler County, Nebraska",51166
31025,"Cass County, Nebraska",65385
31027,"Cedar County, Nebraska",54391
31029,"Chase County, Nebraska",53496
31031,"Cherry County, Nebraska",53059
31033,"Cheyenne County, Nebraska",54215
31035,"Clay County, Nebraska",51613
31037,"Colfax County, Nebraska",52712
31039,"Cuming County, Nebraska",49181
31041,"Custer County, Nebraska",47083
31043,"Dakota County, Nebraska",52336
31045,"Dawes County, Nebraska",42685
31047,"Dawson County, Nebraska",49943
31049,"Deuel County, Nebraska",51786
31051,"Dixon County, Nebraska",52813
31053,"Dodge County, Nebraska",49830
31055,"Douglas County, Nebraska",56003
31057,"Dundy County, Nebraska",44583
31059,"Fillmore County, Nebraska",52070
31061,"Franklin County, Nebraska",46531
31063,"Frontier County, Nebraska",51192
31065,"Furnas County, Nebraska",40445
31067,"Gage County, Nebraska",48731
31069,"Garden County, Nebraska",49805
31071,"Garfield County, Nebraska",45227
31073,"Gosper County, Nebraska",60711
31075,"Grant County, Nebraska",45625
31077,"Greeley County, Nebraska",48220
31079,"Hall County, Nebraska",51355
31081,"Hamilton County, Nebraska",59760
31083,"Harlan County, Nebraska",44630
31085,"Hayes County, Nebraska",44602
31087,"Hitchcock County, Nebraska",41131
31089,"Holt County, Nebraska",49607
31091,"Hooker County, Nebraska",38616
31093,"Howard County, Nebraska",52247
31095,"Jefferson County, Nebraska",44616
31097,"Johnson County, Nebraska",47938
31099,"Kearney County, Nebraska",55068
31101,"Keith County, Nebraska",43100
31103,"Keya Paha County, Nebraska",43333
31105,"Kimball County, Nebraska",40344
31107,"Knox County, Nebraska",47692
31109,"Lancaster County, Nebraska",53730
31111,"Lincoln County, Nebraska",52179
31113,"Logan County, Nebraska",51346
31115,"Loup County, Nebraska",56750
31117,"McPherson County, Nebraska",53750
31119,"Madison County, Nebraska",48673
31121,"Merrick County, Nebraska",50464
31123,"Morrill County, Nebraska",43942
31125,"Nance County, Nebraska",42429
31127,"Nemaha County, Nebraska",52736
31129,"Nuckolls County, Nebraska",41576
31131,"Otoe County, Nebraska",52108
31133,"Pawnee County, Nebraska",40139
31135,"Perkins County, Nebraska",56797
31137,"Phelps County, Nebraska",51264
31139,"Pierce County, Nebraska",53125
31141,"Platte County, Nebraska",58473
31143,"Polk County, Nebraska",57991
31145,"Red Willow County, Nebraska",42457
31147,"Richardson County, Nebraska",45929
31149,"Rock County, Nebraska",48750
31151,"Saline County, Nebraska",49332
31153,"Sarpy County, Nebraska",72269
31155,"Saunders County, Nebraska",64475
31157,"Scotts Bluff County, Nebraska",46632
31159,"Seward County, Nebraska",61563
31161,"Sheridan County, Nebraska",42802
31163,"Sherman County, Nebraska",46299
31165,"Sioux County, Nebraska",46667
31167,"Stanton County, Nebraska",58553
31169,"Thayer County, Nebraska",45590
31171,"Thomas County, Nebraska",54286
31173,"Thurston County, Nebraska",42979
31175,"Valley County, Nebraska",44657
31177,"Washington County, Nebraska",65565
31179,"Wayne County, Nebraska",55141
31181,"Webster County, Nebraska",40313
31183,"Wheeler County, Nebraska",47452
31185,"York County, Nebraska",55156
32001,"Churchill County, Nevada",45368
32003,"Clark County, Nevada",52629
32005,"Douglas County, Nevada",59769
32007,"Elko County, Nevada",74672
32009,"Esmeralda County, Nevada",43125
32011,"Eureka County, Nevada",70000
32013,"Humboldt County, Nevada",67295
32015,"Lander County, Nevada",78077
32017,"Lincoln County, Nevada",49406
32019,"Lyon County, Nevada",49007
32021,"Mineral County, Nevada",37750
32023,"Nye County, Nevada",42266
32027,"Pershing County, Nevada",45192
32029,"Storey County, Nevada",65508
32031,"Washoe County, Nevada",54955
32033,"White Pine County, Nevada",58156
32510,"Carson City, Nevada",47948
33001,"Belknap County, New Hampshire",61245
33003,"Carroll County, New Hampshire",56289
33005,"Cheshire County, New Hampshire",58359
33007,"Coos County, New Hampshire",45154
33009,"Grafton County, New Hampshire",58107
33011,"Hillsborough County, New Hampshire",73189
33013,"Merrimack County, New Hampshire",67181
33015,"Rockingham County, New Hampshire",82398
33017,"Strafford County, New Hampshire",63533
33019,"Sullivan County, New Hampshire",58454
34001,"Atlantic County, New Jersey",55456
34003,"Bergen County, New Jersey",88487
34005,"Burlington County, New Jersey",80034
34007,"Camden County, New Jersey",63028
34009,"Cape May County, New Jersey",59338
34011,"Cumberland County, New Jersey",49537
34013,"Essex County, New Jersey",54860
34015,"Gloucester County, New Jersey",78592
34017,"Hudson County, New Jersey",60894
34019,"Hunterdon County, New Jersey",108177
34021,"Mercer County, New Jersey",73966
34023,"Middlesex County, New Jersey",80716
34025,"Monmouth County, New Jersey",87297
34027,"Morris County, New Jersey",102798
34029,"Ocean County, New Jersey",63108
34031,"Passaic County, New Jersey",61664
34033,"Salem County, New Jersey",61341
34035,"Somerset County, New Jersey",102405
34037,"Sussex County, New Jersey",87388
34039,"Union County, New Jersey",70476
34041,"Warren County, New Jersey",72999
35001,"Bernalillo County, New Mexico",48994
35003,"Catron County, New Mexico",38142
35005,"Chaves County, New Mexico",41356
35006,"Cibola County, New Mexico",36160
35007,"Colfax County, New Mexico",32693
35009,"Curry County, New Mexico",42170
35011,"De Baca County, New Mexico",31197
35013,"Doña Ana County, New Mexico",38636
35015,"Eddy County, New Mexico",59625
35017,"Grant County, New Mexico",38890
35019,"Guadalupe County, New Mexico",26692
35021,"Harding County, New Mexico",32404
35023,"Hidalgo County, New Mexico",34528
35025,"Lea County, New Mexico",58152
35027,"Lincoln County, New Mexico",40065
35028,"Los Alamos County, New Mexico",105902
35029,"Luna County, New Mexico",27326
35031,"McKinley County, New Mexico",29272
35033,"Mora County, New Mexico",21190
35035,"Otero County, New Mexico",41502
35037,"Quay County, New Mexico",28159
35039,"Rio Arriba County, New Mexico",33972
35041,"Roosevelt County, New Mexico",34933
35043,"Sandoval County, New Mexico",60158
35045,"San Juan County, New Mexico",48624
35047,"San Miguel County, New Mexico",27000
35049,"Santa Fe County, New Mexico",55370
35051,"Sierra County, New Mexico",29679
35053,"Socorro County, New Mexico",34542
35055,"Taos County, New Mexico",35323
35057,"Torrance County, New Mexico",32067
35059,"Union County, New Mexico",36420
35061,"Valencia County, New Mexico",41788
36001,"Albany County, New York",60904
36003,"Allegany County, New York",44085
36005,"Bronx County, New York",35302
36007,"Broome County, New York",47744
36009,"Cattaraugus County, New York",43884
36011,"Cayuga County, New York",53114
36013,"Chautauqua County, New York",43211
36015,"Chemung County, New York",49578
36017,"Chenango County, New York",46979
36019,"Clinton County, New York",50502
36021,"Columbia County, New York",59916
36023,"Cortland County, New York",50910
36025,"Delaware County, New York",46055
36027,"Dutchess County, New York",72706
36029,"Erie County, New York",52744
36031,"Essex County, New York",53244
36033,"Franklin County, New York",49782
36035,"Fulton County, New York",46090
36037,"Genesee County, New York",52641
36039,"Greene County, New York",51013
36041,"Hamilton County, New York",52708
36043,"Herkimer County, New York",48893
36045,"Jefferson County, New York",49911
36047,"Kings County, New York",50640
36049,"Lewis County, New York",49976
36051,"Livingston County, New York",52724
36053,"Madison County, New York",55858
36055,"Monroe County, New York",53568
36057,"Montgomery County, New York",44455
36059,"Nassau County, New York",102044
36061,"New York County, New York",75513
36063,"Niagara County, New York",50094
36065,"Oneida County, New York",49838
36067,"Onondaga County, New York",55717
36069,"Ontario County, New York",58070
36071,"Orange County, New York",71910
36073,"Orleans County, New York",48731
36075,"Oswego County, New York",49571
36077,"Otsego County, New York",49689
36079,"Putnam County, New York",97606
36081,"Queens County, New York",59758
36083,"Rensselaer County, New York",61754
36085,"Richmond County, New York",74021
36087,"Rockland County, New York",86134
36089,"St. Lawrence County, New York",46313
36091,"Saratoga County, New York",74080
36093,"Schenectady County, New York",59959
36095,"Schoharie County, New York",50607
36097,"Schuyler County, New York",47229
36099,"Seneca County, New York",50073
36101,"Steuben County, New York",48823
36103,"Suffolk County, New York",90128
36105,"Sullivan County, New York",52027
36107,"Tioga County, New York",58115
36109,"Tompkins County, New York",54133
36111,"Ulster County, New York",60393
36113,"Warren County, New York",57174
36115,"Washington County, New York",51449
36117,"Wayne County, New York",51627
36119,"Westchester County, New York",86226
36121,"Wyoming County, New York",53612
36123,"Yates County, New York",50105
37001,"Alamance County, North Carolina",43209
37003,"Alexander County, North Carolina",40404
37005,"Alleghany County, North Carolina",38352
37007,"Anson County, North Carolina",34656
37009,"Ashe County, North Carolina",37360
37011,"Avery County, North Carolina",35891
37013,"Beaufort County, North Carolina",40906
37015,"Bertie County, North Carolina",31129
37017,"Bladen County, North Carolina",30408
37019,"Brunswick County, North Carolina",49356
37021,"Buncombe County, North Carolina",46902
37023,"Burke County, North Carolina",39759
37025,"Cabarrus County, North Carolina",58970
37027,"Caldwell County, North Carolina",37118
37029,"Camden County, North Carolina",60714
37031,"Carteret County, North Carolina",50599
37033,"Caswell County, North Carolina",38310
37035,"Catawba County, North Carolina",45450
37037,"Chatham County, North Carolina",58555
37039,"Cherokee County, North Carolina",35284
37041,"Chowan County, North Carolina",41156
37043,"Clay County, North Carolina",36296
37045,"Cleveland County, North Carolina",39134
37047,"Columbus County, North Carolina",35847
37049,"Craven County, North Carolina",47957
37051,"Cumberland County, North Carolina",44810
37053,"Currituck County, North Carolina",61086
37055,"Dare County, North Carolina",54787
37057,"Davidson County, North Carolina",44469
37059,"Davie County, North Carolina",51662
37061,"Duplin County, North Carolina",35364
37063,"Durham County, North Carolina",54093
37065,"Edgecombe County, North Carolina",32298
37067,"Forsyth County, North Carolina",46283
37069,"Franklin County, North Carolina",44272
37071,"Gaston County, North Carolina",44288
37073,"Gates County, North Carolina",51582
37075,"Graham County, North Carolina",34778
37077,"Granville County, North Carolina",50317
37079,"Greene County, North Carolina",37190
37081,"Guilford County, North Carolina",46896
37083,"Halifax County, North Carolina",32549
37085,"Harnett County, North Carolina",47930
37087,"Haywood County, North Carolina",43097
37089,"Henderson County, North Carolina",48138
37091,"Hertford County, North Carolina",34523
37093,"Hoke County, North Carolina",42704
37095,"Hyde County, North Carolina",37741
37097,"Iredell County, North Carolina",53937
37099,"Jackson County, North Carolina",40278
37101,"Johnston County, North Carolina",51980
37103,"Jones County, North Carolina",34080
37105,"Lee County, North Carolina",46402
37107,"Lenoir County, North Carolina",36956
37109,"Lincoln County, North Carolina",49283
37111,"McDowell County, North Carolina",37590
37113,"Macon County, North Carolina",39593
37115,"Madison County, North Carolina",40408
37117,"Martin County, North Carolina",34957
37119,"Mecklenburg County, North Carolina",59268
37121,"Mitchell County, North Carolina",39658
37123,"Montgomery County, North Carolina",34819
37125,"Moore County, North Carolina",51873
37127,"Nash County, North Carolina",43804
37129,"New Hanover County, North Carolina",51232
37131,"Northampton County, North Carolina",31543
37133,"Onslow County, North Carolina",46786
37135,"Orange County, North Carolina",61130
37137,"Pamlico County, North Carolina",43808
37139,"Pasquotank County, North Carolina",45750
37141,"Pender County, North Carolina",46580
37143,"Perquimans County, North Carolina",45208
37145,"Person County, North Carolina",43297
37147,"Pitt County, North Carolina",42308
37149,"Polk County, North Carolina",47396
37151,"Randolph County, North Carolina",43010
37153,"Richmond County, North Carolina",32526
37155,"Robeson County, North Carolina",31298
37157,"Rockingham County, North Carolina",40003
37159,"Rowan County, North Carolina",44494
37161,"Rutherford County, North Carolina",36144
37163,"Sampson County, North Carolina",36742
37165,"Scotland County, North Carolina",30013
37167,"Stanly County, North Carolina",44140
37169,"Stokes County, North Carolina",42489
37171,"Surry County, North Carolina",37345
37173,"Swain County, North Carolina",33598
37175,"Transylvania County, North Carolina",43918
37177,"Tyrrell County, North Carolina",32165
37179,"Union County, North Carolina",67194
37181,"Vance County, North Carolina",32733
37183,"Wake County, North Carolina",70620
37185,"Warren County, North Carolina",33913
37187,"Washington County, North Carolina",33286
37189,"Watauga County, North Carolina",39443
37191,"Wayne County, North Carolina",40457
37193,"Wilkes County, North Carolina",34846
37195,"Wilson County, North Carolina",40260
37197,"Yadkin County, North Carolina",38623
37199,"Yancey County, North Carolina",36993
38001,"Adams County, North Dakota",53295
38003,"Barnes County, North Dakota",55778
38005,"Benson County, North Dakota",41530
38007,"Billings County, North Dakota",67969
38009,"Bottineau County, North Dakota",55958
38011,"Bowman County, North Dakota",62955
38013,"Burke County, North Dakota",65521
38015,"Burleigh County, North Dakota",66057
38017,"Cass County, North Dakota",54926
38019,"Cavalier County, North Dakota",65645
38021,"Dickey County, North Dakota",55882
38023,"Divide County, North Dakota",62470
38025,"Dunn County, North Dakota",66964
38027,"Eddy County, North Dakota",55489
38029,"Emmons County, North Dakota",45472
38031,"Foster County, North Dakota",55625
38033,"Golden Valley County, North Dakota",37014
38035,"Grand Forks County, North Dakota",50652
38037,"Grant County, North Dakota",45978
38039,"Griggs County, North Dakota",50250
38041,"Hettinger County, North Dakota",55230
38043,"Kidder County, North Dakota",58527
38045,"LaMoure County, North Dakota",55900
38047,"Logan County, North Dakota",55068
38049,"McHenry County, North Dakota",60741
38051,"McIntosh County, North Dakota",43650
38053,"McKenzie County, North Dakota",78179
38055,"McLean County, North Dakota",59976
38057,"Mercer County, North Dakota",73801
38059,"Morton County, North Dakota",63549
38061,"Mountrail County, North Dakota",68082
38063,"Nelson County, North Dakota",51280
38065,"Oliver County, North Dakota",66196
38067,"Pembina County, North Dakota",56813
38069,"Pierce County, North Dakota",43086
38071,"Ramsey County, North Dakota",50776
38073,"Ransom County, North Dakota",57088
38075,"Renville County, North Dakota",65927
38077,"Richland County, North Dakota",58125
38079,"Rolette County, North Dakota",37313
38081,"Sargent County, North Dakota",57472
38083,"Sheridan County, North Dakota",48375
38085,"Sioux County, North Dakota",39539
38087,"Slope County, North Dakota",58750
38089,"Stark County, North Dakota",76817
38091,"Steele County, North Dakota",58603
38093,"Stutsman County, North Dakota",53685
38095,"Towner County, North Dakota",53929
38097,"Traill County, North Dakota",55764
38099,"Walsh County, North Dakota",51181
38101,"Ward County, North Dakota",63037
38103,"Wells County, North Dakota",50685
38105,"Williams County, North Dakota",90080
39001,"Adams County, Ohio",34709
39003,"Allen County, Ohio",45575
39005,"Ashland County, Ohio",48509
39007,"Ashtabula County, Ohio",41158
39009,"Athens County, Ohio",34221
39011,"Auglaize County, Ohio",55914
39013,"Belmont County, Ohio",44719
39015,"Brown County, Ohio",47999
39017,"Butler County, Ohio",59652
39019,"Carroll County, Ohio",48545
39021,"Champaign County, Ohio",53673
39023,"Clark County, Ohio",44154
39025,"Clermont County, Ohio",61265
39027,"Clinton County, Ohio",48675
39029,"Columbiana County, Ohio",45389
39031,"Coshocton County, Ohio",43380
39033,"Crawford County, Ohio",40563
39035,"Cuyahoga County, Ohio",45289
39037,"Darke County, Ohio",47043
39039,"Defiance County, Ohio",50822
39041,"Delaware County, Ohio",94234
39043,"Erie County, Ohio",48276
39045,"Fairfield County, Ohio",61473
39047,"Fayette County, Ohio",41954
39049,"Franklin County, Ohio",54037
39051,"Fulton County, Ohio",55860
39053,"Gallia County, Ohio",39423
39055,"Geauga County, Ohio",74165
39057,"Greene County, Ohio",61116
39059,"Guernsey County, Ohio",41566
39061,"Hamilton County, Ohio",50399
39063,"Hancock County, Ohio",51604
39065,"Hardin County, Ohio",44842
39067,"Harrison County, Ohio",44000
39069,"Henry County, Ohio",54941
39071,"Highland County, Ohio",40593
39073,"Hocking County, Ohio",43382
39075,"Holmes County, Ohio",53619
39077,"Huron County, Ohio",48838
39079,"Jackson County, Ohio",40330
39081,"Jefferson County, Ohio",42327
39083,"Knox County, Ohio",48619
39085,"Lake County, Ohio",59958
39087,"Lawrence County, Ohio",44256
39089,"Licking County, Ohio",57571
39091,"Logan County, Ohio",51136
39093,"Lorain County, Ohio",53459
39095,"Lucas County, Ohio",42917
39097,"Madison County, Ohio",58326
39099,"Mahoning County, Ohio",41872
39101,"Marion County, Ohio",43557
39103,"Medina County, Ohio",69319
39105,"Meigs County, Ohio",39640
39107,"Mercer County, Ohio",55220
39109,"Miami County, Ohio",53432
39111,"Monroe County, Ohio",41368
39113,"Montgomery County, Ohio",45394
39115,"Morgan County, Ohio",38941
39117,"Morrow County, Ohio",53032
39119,"Muskingum County, Ohio",42464
39121,"Noble County, Ohio",41398
39123,"Ottawa County, Ohio",54580
39125,"Paulding County, Ohio",48003
39127,"Perry County, Ohio",43674
39129,"Pickaway County, Ohio",58706
39131,"Pike County, Ohio",41128
39133,"Portage County, Ohio",52427
39135,"Preble County, Ohio",51356
39137,"Putnam County, Ohio",60245
39139,"Richland County, Ohio",42849
39141,"Ross County, Ohio",44587
39143,"Sandusky County, Ohio",49032
39145,"Scioto County, Ohio",37936
39147,"Seneca County, Ohio",48415
39149,"Shelby County, Ohio",56169
39151,"Stark County, Ohio",48714
39153,"Summit County, Ohio",51562
39155,"Trumbull County, Ohio",43811
39157,"Tuscarawas County, Ohio",46992
39159,"Union County, Ohio",71282
39161,"Van Wert County, Ohio",50547
39163,"Vinton County, Ohio",41080
39165,"Warren County, Ohio",76200
39167,"Washington County, Ohio",44763
39169,"Wayne County, Ohio",51363
39171,"Williams County, Ohio",45044
39173,"Wood County, Ohio",55985
39175,"Wyandot County, Ohio",50723
40001,"Adair County, Oklahoma",33184
40003,"Alfalfa County, Oklahoma",52226
40005,"Atoka County, Oklahoma",36528
40007,"Beaver County, Oklahoma",52908
40009,"Beckham County, Oklahoma",48851
40011,"Blaine County, Oklahoma",44216
40013,"Bryan County, Oklahoma",39936
40015,"Caddo County, Oklahoma",40199
40017,"Canadian County, Oklahoma",66664
40019,"Carter County, Oklahoma",46913
40021,"Cherokee County, Oklahoma",38585
40023,"Choctaw County, Oklahoma",30870
40025,"Cimarron County, Oklahoma",44550
40027,"Cleveland County, Oklahoma",58488
40029,"Coal County, Oklahoma",39231
40031,"Comanche County, Oklahoma",47238
40033,"Cotton County, Oklahoma",48732
40035,"Craig County, Oklahoma",40036
40037,"Creek County, Oklahoma",46517
40039,"Custer County, Oklahoma",47250
40041,"Delaware County, Oklahoma",38438
40043,"Dewey County, Oklahoma",51654
40045,"Ellis County, Oklahoma",52222
40047,"Garfield County, Oklahoma",49675
40049,"Garvin County, Oklahoma",41250
40051,"Grady County, Oklahoma",54043
40053,"Grant County, Oklahoma",54040
40055,"Greer County, Oklahoma",36891
40057,"Harmon County, Oklahoma",35676
40059,"Harper County, Oklahoma",48173
40061,"Haskell County, Oklahoma",36067
40063,"Hughes County, Oklahoma",35257
40065,"Jackson County, Oklahoma",44331
40067,"Jefferson County, Oklahoma",35063
40069,"Johnston County, Oklahoma",38155
40071,"Kay County, Oklahoma",42831
40073,"Kingfisher County, Oklahoma",62912
40075,"Kiowa County, Oklahoma",38853
40077,"Latimer County, Oklahoma",39701
40079,"Le Flore County, Oklahoma",37548
40081,"Lincoln County, Oklahoma",46592
40083,"Logan County, Oklahoma",55698
40085,"Love County, Oklahoma",46646
40087,"McClain County, Oklahoma",58673
40089,"McCurtain County, Oklahoma",33439
40091,"McIntosh County, Oklahoma",36878
40093,"Major County, Oklahoma",51602
40095,"Marshall County, Oklahoma",42886
40097,"Mayes County, Oklahoma",43302
40099,"Murray County, Oklahoma",51752
40101,"Muskogee County, Oklahoma",41117
40103,"Noble County, Oklahoma",49367
40105,"Nowata County, Oklahoma",40302
40107,"Okfuskee County, Oklahoma",36044
40109,"Oklahoma County, Oklahoma",48987
40111,"Okmulgee County, Oklahoma",38712
40113,"Osage County, Oklahoma",46342
40115,"Ottawa County, Oklahoma",37139
40117,"Pawnee County, Oklahoma",45902
40119,"Payne County, Oklahoma",38085
40121,"Pittsburg County, Oklahoma",43601
40123,"Pontotoc County, Oklahoma",44041
40125,"Pottawatomie County, Oklahoma",44351
40127,"Pushmataha County, Oklahoma",33784
40129,"Roger Mills County, Oklahoma",48462
40131,"Rogers County, Oklahoma",59828
40133,"Seminole County, Oklahoma",36870
40135,"Sequoyah County, Oklahoma",36301
40137,"Stephens County, Oklahoma",43493
40139,"Texas County, Oklahoma",51503
40141,"Tillman County, Oklahoma",37880
40143,"Tulsa County, Oklahoma",50654
40145,"Wagoner County, Oklahoma",57590
40147,"Washington County, Oklahoma",50038
40149,"Washita County, Oklahoma",48715
40151,"Woods County, Oklahoma",57079
40153,"Woodward County, Oklahoma",58569
41001,"Baker County, Oregon",41722
41003,"Benton County, Oregon",52015
41005,"Clackamas County, Oregon",68915
41007,"Clatsop County, Oregon",47492
41009,"Columbia County, Oregon",55146
41011,"Coos County, Oregon",39110
41013,"Crook County, Oregon",39583
41015,"Curry County, Oregon",38661
41017,"Deschutes County, Oregon",54211
41019,"Douglas County, Oregon",42052
41021,"Gilliam County, Oregon",40556
41023,"Grant County, Oregon",40193
41025,"Harney County, Oregon",38431
41027,"Hood River County, Oregon",56581
41029,"Jackson County, Oregon",46343
41031,"Jefferson County, Oregon",47063
41033,"Josephine County, Oregon",37867
41035,"Klamath County, Oregon",41951
41037,"Lake County, Oregon",33453
41039,"Lane County, Oregon",45222
41041,"Lincoln County, Oregon",41303
41043,"Linn County, Oregon",46782
41045,"Malheur County, Oregon",34720
41047,"Marion County, Oregon",50775
41049,"Morrow County, Oregon",54441
41051,"Multnomah County, Oregon",57449
41053,"Polk County, Oregon",54010
41055,"Sherman County, Oregon",41389
41057,"Tillamook County, Oregon",43777
41059,"Umatilla County, Oregon",49287
41061,"Union County, Oregon",45564
41063,"Wallowa County, Oregon",42349
41065,"Wasco County, Oregon",46814
41067,"Washington County, Oregon",69743
41069,"Wheeler County, Oregon",33400
41071,"Yamhill County, Oregon",54951
42001,"Adams County, Pennsylvania",61927
42003,"Allegheny County, Pennsylvania",54357
42005,"Armstrong County, Pennsylvania",45879
42007,"Beaver County, Pennsylvania",51887
42009,"Bedford County, Pennsylvania",46746
42011,"Berks County, Pennsylvania",57068
42013,"Blair County, Pennsylvania",44033
42015,"Bradford County, Pennsylvania",51035
42017,"Bucks County, Pennsylvania",79559
42019,"Butler County, Pennsylvania",63345
42021,"Cambria County, Pennsylvania",42917
42023,"Cameron County, Pennsylvania",40347
42025,"Carbon County, Pennsylvania",50822
42027,"Centre County, Pennsylvania",54407
42029,"Chester County, Pennsylvania",88995
42031,"Clarion County, Pennsylvania",42890
42033,"Clearfield County, Pennsylvania",43361
42035,"Clinton County, Pennsylvania",47163
42037,"Columbia County, Pennsylvania",46952
42039,"Crawford County, Pennsylvania",45637
42041,"Cumberland County, Pennsylvania",62640
42043,"Dauphin County, Pennsylvania",54968
42045,"Delaware County, Pennsylvania",66576
42047,"Elk County, Pennsylvania",47917
42049,"Erie County, Pennsylvania",47094
