id,Geography,medianHouseholdIncome
18153,"Sullivan County, Indiana",43786
18155,"Switzerland County, Indiana",43456
18157,"Tippecanoe County, Indiana",47406
18159,"Tipton County, Indiana",54023
18161,"Union County, Indiana",45104
18163,"Vanderburgh County, Indiana",43311
18165,"Vermillion County, Indiana",44409
18167,"Vigo County, Indiana",41221
18169,"Wabash County, Indiana",47473
18171,"Warren County, Indiana",58623
18173,"Warrick County, Indiana",61542
18175,"Washington County, Indiana",44883
18177,"Wayne County, Indiana",39691
18179,"Wells County, Indiana",51568
18181,"White County, Indiana",51547
18183,"Whitley County, Indiana",54837
19001,"Adair County, Iowa",48765
19003,"Adams County, Iowa",48598
19005,"Allamakee County, Iowa",48089
19007,"Appanoose County, Iowa",40817
19009,"Audubon County, Iowa",47048
19011,"Benton County, Iowa",61222
19013,"Black Hawk County, Iowa",50348
19015,"Boone County, Iowa",54513
19017,"Bremer County, Iowa",64264
19019,"Buchanan County, Iowa",55881
19021,"Buena Vista County, Iowa",49942
19023,"Butler County, Iowa",52204
19025,"Calhoun County, Iowa",44635
19027,"Carroll County, Iowa",53785
19029,"Cass County, Iowa",45469
19031,"Cedar County, Iowa",60435
19033,"Cerro Gordo County, Iowa",47788
19035,"Cherokee County, Iowa",51590
19037,"Chickasaw County, Iowa",48013
19039,"Clarke County, Iowa",46510
19041,"Clay County, Iowa",48888
19043,"Clayton County, Iowa",48482
19045,"Clinton County, Iowa",50067
19047,"Crawford County, Iowa",49699
19049,"Dallas County, Iowa",78918
19051,"Davis County, Iowa",49696
19053,"Decatur County, Iowa",38467
19055,"Delaware County, Iowa",59452
19057,"Des Moines County, Iowa",44516
19059,"Dickinson County, Iowa",57914
19061,"Dubuque County, Iowa",56154
19063,"Emmet County, Iowa",45536
19065,"Fayette County, Iowa",47711
19067,"Floyd County, Iowa",46406
19069,"Franklin County, Iowa",47524
19071,"Fremont County, Iowa",52922
19073,"Greene County, Iowa",47264
19075,"Grundy County, Iowa",61606
19077,"Guthrie County, Iowa",52702
19079,"Hamilton County, Iowa",53970
19081,"Hancock County, Iowa",54813
19083,"Hardin County, Iowa",51821
19085,"Harrison County, Iowa",55845
19087,"Henry County, Iowa",49606
19089,"Howard County, Iowa",49199
19091,"Humboldt County, Iowa",47478
19093,"Ida County, Iowa",49957
19095,"Iowa County, Iowa",55099
19097,"Jackson County, Iowa",49115
19099,"Jasper County, Iowa",55503
19101,"Jefferson County, Iowa",45257
19103,"Johnson County, Iowa",56808
19105,"Jones County, Iowa",55507
19107,"Keokuk County, Iowa",45227
19109,"Kossuth County, Iowa",54231
19111,"Lee County, Iowa",44568
19113,"Linn County, Iowa",60989
19115,"Louisa County, Iowa",51615
19117,"Lucas County, Iowa",48768
19119,"Lyon County, Iowa",59888
19121,"Madison County, Iowa",60326
19123,"Mahaska County, Iowa",49599
19125,"Marion County, Iowa",57412
19127,"Marshall County, Iowa",54193
19129,"Mills County, Iowa",66203
19131,"Mitchell County, Iowa",52564
19133,"Monona County, Iowa",41455
19135,"Monroe County, Iowa",47515
19137,"Montgomery County, Iowa",42641
19139,"Muscatine County, Iowa",55971
19141,"O'Brien County, Iowa",52474
19143,"Osceola County, Iowa",48457
19145,"Page County, Iowa",46128
19147,"Palo Alto County, Iowa",49109
19149,"Plymouth County, Iowa",60339
19151,"Pocahontas County, Iowa",46250
19153,"Polk County, Iowa",61684
19155,"Pottawattamie County, Iowa",53260
19157,"Poweshiek County, Iowa",50725
19159,"Ringgold County, Iowa",46927
19161,"Sac County, Iowa",49570
19163,"Scott County, Iowa",56454
19165,"Shelby County, Iowa",52757
19167,"Sioux County, Iowa",63466
19169,"Story County, Iowa",51201
19171,"Tama County, Iowa",53833
19173,"Taylor County, Iowa",46510
19175,"Union County, Iowa",45934
19177,"Van Buren County, Iowa",46769
19179,"Wapello County, Iowa",42494
19181,"Warren County, Iowa",67090
19183,"Washington County, Iowa",56864
19185,"Wayne County, Iowa",42088
19187,"Webster County, Iowa",42196
19189,"Winnebago County, Iowa",49278
19191,"Winneshiek County, Iowa",57009
19193,"Woodbury County, Iowa",49010
19195,"Worth County, Iowa",49472
19197,"Wright County, Iowa",46071
20001,"Allen County, Kansas",40911
20003,"Anderson County, Kansas",42146
20005,"Atchison County, Kansas",46103
20007,"Barber County, Kansas",49455
20009,"Barton County, Kansas",44449
20011,"Bourbon County, Kansas",41529
20013,"Brown County, Kansas",44672
20015,"Butler County, Kansas",60338
20017,"Chase County, Kansas",41889
20019,"Chautauqua County, Kansas",37927
20021,"Cherokee County, Kansas",41240
20023,"Cheyenne County, Kansas",46058
20025,"Clark County, Kansas",42976
20027,"Clay County, Kansas",53041
20029,"Cloud County, Kansas",40947
20031,"Coffey County, Kansas",57442
20033,"Comanche County, Kansas",43542
20035,"Cowley County, Kansas",44960
20037,"Crawford County, Kansas",37607
20039,"Decatur County, Kansas",41362
20041,"Dickinson County, Kansas",48093
20043,"Doniphan County, Kansas",49375
20045,"Douglas County, Kansas",52698
20047,"Edwards County, Kansas",48684
20049,"Elk County, Kansas",37393
20051,"Ellis County, Kansas",50140
20053,"Ellsworth County, Kansas",49134
20055,"Finney County, Kansas",50712
20057,"Ford County, Kansas",49688
20059,"Franklin County, Kansas",51465
20061,"Geary County, Kansas",45243
20063,"Gove County, Kansas",46681
20065,"Graham County, Kansas",45982
20067,"Grant County, Kansas",54919
20069,"Gray County, Kansas",59629
20071,"Greeley County, Kansas",47000
20073,"Greenwood County, Kansas",39671
20075,"Hamilton County, Kansas",48523
20077,"Harper County, Kansas",46886
20079,"Harvey County, Kansas",52463
20081,"Haskell County, Kansas",55453
20083,"Hodgeman County, Kansas",56250
20085,"Jackson County, Kansas",54700
20087,"Jefferson County, Kansas",56777
20089,"Jewell County, Kansas",37750
20091,"Johnson County, Kansas",78186
20093,"Kearny County, Kansas",49396
20095,"Kingman County, Kansas",56142
20097,"Kiowa County, Kansas",44896
20099,"Labette County, Kansas",41851
20101,"Lane County, Kansas",58077
20103,"Leavenworth County, Kansas",66046
20105,"Lincoln County, Kansas",49583
20107,"Linn County, Kansas",45790
20109,"Logan County, Kansas",48205
20111,"Lyon County, Kansas",40611
20113,"McPherson County, Kansas",56783
20115,"Marion County, Kansas",47926
20117,"Marshall County, Kansas",47532
20119,"Meade County, Kansas",52960
20121,"Miami County, Kansas",63353
20123,"Mitchell County, Kansas",49755
20125,"Montgomery County, Kansas",42646
20127,"Morris County, Kansas",48551
20129,"Morton County, Kansas",44100
20131,"Nemaha County, Kansas",50400
20133,"Neosho County, Kansas",43867
20135,"Ness County, Kansas",47298
20137,"Norton County, Kansas",47651
20139,"Osage County, Kansas",52171
20141,"Osborne County, Kansas",41432
20143,"Ottawa County, Kansas",52241
20145,"Pawnee County, Kansas",46227
20147,"Phillips County, Kansas",45940
20149,"Pottawatomie County, Kansas",62500
20151,"Pratt County, Kansas",48995
20153,"Rawlins County, Kansas",49327
20155,"Reno County, Kansas",46000
20157,"Republic County, Kansas",41489
20159,"Rice County, Kansas",46335
20161,"Riley County, Kansas",46609
20163,"Rooks County, Kansas",46750
20165,"Rush County, Kansas",40395
20167,"Russell County, Kansas",42656
20169,"Saline County, Kansas",48497
20171,"Scott County, Kansas",61886
20173,"Sedgwick County, Kansas",51157
20175,"Seward County, Kansas",47507
20177,"Shawnee County, Kansas",52088
20179,"Sheridan County, Kansas",50822
20181,"Sherman County, Kansas",47036
20183,"Smith County, Kansas",43913
20185,"Stafford County, Kansas",46830
20187,"Stanton County, Kansas",44567
20189,"Stevens County, Kansas",54333
20191,"Sumner County, Kansas",50950
20193,"Thomas County, Kansas",52074
20195,"Trego County, Kansas",54630
20197,"Wabaunsee County, Kansas",57791
20199,"Wallace County, Kansas",45804
20201,"Washington County, Kansas",47045
20203,"Wichita County, Kansas",57596
20205,"Wilson County, Kansas",43594
20207,"Woodson County, Kansas",35321
20209,"Wyandotte County, Kansas",40757
21001,"Adair County, Kentucky",33873
21003,"Allen County, Kentucky",41166
21005,"Anderson County, Kentucky",53513
21007,"Ballard County, Kentucky",43923
21009,"Barren County, Kentucky",39034
21011,"Bath County, Kentucky",34986
21013,"Bell County, Kentucky",22603
21015,"Boone County, Kentucky",69165
21017,"Bourbon County, Kentucky",44232
21019,"Boyd County, Kentucky",44140
21021,"Boyle County, Kentucky",40758
21023,"Bracken County, Kentucky",35887
21025,"Breathitt County, Kentucky",25484
21027,"Breckinridge County, Kentucky",43390
21029,"Bullitt County, Kentucky",58702
21031,"Butler County, Kentucky",38427
21033,"Caldwell County, Kentucky",43491
21035,"Calloway County, Kentucky",36692
21037,"Campbell County, Kentucky",56772
21039,"Carlisle County, Kentucky",40913
21041,"Carroll County, Kentucky",42882
21043,"Carter County, Kentucky",37367
21045,"Casey County, Kentucky",32315
21047,"Christian County, Kentucky",40253
21049,"Clark County, Kentucky",49069
21051,"Clay County, Kentucky",22174
21053,"Clinton County, Kentucky",29872
21055,"Crittenden County, Kentucky",38739
21057,"Cumberland County, Kentucky",33268
21059,"Daviess County, Kentucky",46675
21061,"Edmonson County, Kentucky",41689
21063,"Elliott County, Kentucky",27969
21065,"Estill County, Kentucky",29694
21067,"Fayette County, Kentucky",50661
21069,"Fleming County, Kentucky",36063
21071,"Floyd County, Kentucky",30540
21073,"Franklin County, Kentucky",50999
21075,"Fulton County, Kentucky",26841
21077,"Gallatin County, Kentucky",51180
21079,"Garrard County, Kentucky",46373
21081,"Grant County, Kentucky",44191
21083,"Graves County, Kentucky",40268
21085,"Grayson County, Kentucky",36129
21087,"Green County, Kentucky",36681
21089,"Greenup County, Kentucky",46771
21091,"Hancock County, Kentucky",49375
21093,"Hardin County, Kentucky",51541
21095,"Harlan County, Kentucky",25350
21097,"Harrison County, Kentucky",40164
21099,"Hart County, Kentucky",35738
21101,"Henderson County, Kentucky",41630
21103,"Henry County, Kentucky",50412
21105,"Hickman County, Kentucky",39756
21107,"Hopkins County, Kentucky",43169
21109,"Jackson County, Kentucky",30884
21111,"Jefferson County, Kentucky",50099
21113,"Jessamine County, Kentucky",52748
21115,"Johnson County, Kentucky",35060
21117,"Kenton County, Kentucky",56568
21119,"Knott County, Kentucky",28165
21121,"Knox County, Kentucky",26553
21123,"Larue County, Kentucky",41050
21125,"Laurel County, Kentucky",36139
21127,"Lawrence County, Kentucky",35016
21129,"Lee County, Kentucky",21185
21131,"Leslie County, Kentucky",25282
21133,"Letcher County, Kentucky",29181
21135,"Lewis County, Kentucky",29088
21137,"Lincoln County, Kentucky",35185
21139,"Livingston County, Kentucky",43333
21141,"Logan County, Kentucky",39027
21143,"Lyon County, Kentucky",47861
21145,"McCracken County, Kentucky",42303
21147,"McCreary County, Kentucky",18972
21149,"McLean County, Kentucky",43005
21151,"Madison County, Kentucky",43707
21153,"Magoffin County, Kentucky",29463
21155,"Marion County, Kentucky",40392
21157,"Marshall County, Kentucky",45670
21159,"Martin County, Kentucky",29052
21161,"Mason County, Kentucky",38613
21163,"Meade County, Kentucky",50034
21165,"Menifee County, Kentucky",35280
21167,"Mercer County, Kentucky",46130
21169,"Metcalfe County, Kentucky",33788
21171,"Monroe County, Kentucky",34120
21173,"Montgomery County, Kentucky",39750
21175,"Morgan County, Kentucky",32517
21177,"Muhlenberg County, Kentucky",40445
21179,"Nelson County, Kentucky",51408
21181,"Nicholas County, Kentucky",37993
21183,"Ohio County, Kentucky",39479
21185,"Oldham County, Kentucky",86324
21187,"Owen County, Kentucky",41597
21189,"Owsley County, Kentucky",22106
21191,"Pendleton County, Kentucky",49766
21193,"Perry County, Kentucky",31578
21195,"Pike County, Kentucky",32816
21197,"Powell County, Kentucky",34048
21199,"Pulaski County, Kentucky",34673
21201,"Robertson County, Kentucky",30964
21203,"Rockcastle County, Kentucky",33500
21205,"Rowan County, Kentucky",36216
21207,"Russell County, Kentucky",31539
21209,"Scott County, Kentucky",64329
21211,"Shelby County, Kentucky",61737
21213,"Simpson County, Kentucky",42288
21215,"Spencer County, Kentucky",65700
21217,"Taylor County, Kentucky",32977
21219,"Todd County, Kentucky",41306
21221,"Trigg County, Kentucky",45032
21223,"Trimble County, Kentucky",45935
21225,"Union County, Kentucky",41255
21227,"Warren County, Kentucky",46929
21229,"Washington County, Kentucky",43719
21231,"Wayne County, Kentucky",30260
21233,"Webster County, Kentucky",38374
21235,"Whitley County, Kentucky",32397
21237,"Wolfe County, Kentucky",21797
21239,"Woodford County, Kentucky",59471
22001,"Acadia Parish, Louisiana",39837
22003,"Allen Parish, Louisiana",41801
22005,"Ascension Parish, Louisiana",71752
22007,"Assumption Parish, Louisiana",47822
22009,"Avoyelles Parish, Louisiana",34985
22011,"Beauregard Parish, Louisiana",46599
22013,"Bienville Parish, Louisiana",35722
22015,"Bossier Parish, Louisiana",51894
22017,"Caddo Parish, Louisiana",40815
22019,"Calcasieu Parish, Louisiana",46457
22021,"Caldwell Parish, Louisiana",29832
22023,"Cameron Parish, Louisiana",65679
22025,"Catahoula Parish, Louisiana",34736
22027,"Claiborne Parish, Louisiana",28927
22029,"Concordia Parish, Louisiana",28405
22031,"De Soto Parish, Louisiana",42368
22033,"East Baton Rouge Parish, Louisiana",49942
22035,"East Carroll Parish, Louisiana",22093
22037,"East Feliciana Parish, Louisiana",48997
22039,"Evangeline Parish, Louisiana",30724
22041,"Franklin Parish, Louisiana",32440
22043,"Grant Parish, Louisiana",40389
22045,"Iberia Parish, Louisiana",44573
22047,"Iberville Parish, Louisiana",46480
22049,"Jackson Parish, Louisiana",38310
22051,"Jefferson Parish, Louisiana",49457
22053,"Jefferson Davis Parish, Louisiana",39202
22055,"Lafayette Parish, Louisiana",52435
22057,"Lafourche Parish, Louisiana",52071
22059,"LaSalle Parish, Louisiana",35339
22061,"Lincoln Parish, Louisiana",34527
22063,"Livingston Parish, Louisiana",57334
22065,"Madison Parish, Louisiana",25404
22067,"Morehouse Parish, Louisiana",30279
22069,"Natchitoches Parish, Louisiana",30697
22071,"Orleans Parish, Louisiana",37488
22073,"Ouachita Parish, Louisiana",38974
22075,"Plaquemines Parish, Louisiana",50251
22077,"Pointe Coupee Parish, Louisiana",44275
22079,"Rapides Parish, Louisiana",42132
22081,"Red River Parish, Louisiana",36831
22083,"Richland Parish, Louisiana",35684
22085,"Sabine Parish, Louisiana",39372
22087,"St. Bernard Parish, Louisiana",43565
22089,"St. Charles Parish, Louisiana",61691
22091,"St. Helena Parish, Louisiana",36418
22093,"St. James Parish, Louisiana",51386
22095,"St. John the Baptist Parish, Louisiana",51406
22097,"St. Landry Parish, Louisiana",31424
22099,"St. Martin Parish, Louisiana",46450
22101,"St. Mary Parish, Louisiana",40771
22103,"St. Tammany Parish, Louisiana",63686
22105,"Tangipahoa Parish, Louisiana",43690
22107,"Tensas Parish, Louisiana",22385
22109,"Terrebonne Parish, Louisiana",48166
22111,"Union Parish, Louisiana",37049
22113,"Vermilion Parish, Louisiana",47083
22115,"Vernon Parish, Louisiana",46561
22117,"Washington Parish, Louisiana",31013
22119,"Webster Parish, Louisiana",31920
22121,"West Baton Rouge Parish, Louisiana",53882
22123,"West Carroll Parish, Louisiana",36670
22125,"West Feliciana Parish, Louisiana",53364
22127,"Winn Parish, Louisiana",32063
23001,"Androscoggin County, Maine",48728
23003,"Aroostook County, Maine",38087
23005,"Cumberland County, Maine",61902
23007,"Franklin County, Maine",43007
23009,"Hancock County, Maine",50037
23011,"Kennebec County, Maine",48570
23013,"Knox County, Maine",52239
23015,"Lincoln County, Maine",53515
23017,"Oxford County, Maine",42197
23019,"Penobscot County, Maine",45302
23021,"Piscataquis County, Maine",36938
23023,"Sagadahoc County, Maine",55766
23025,"Somerset County, Maine",40484
23027,"Waldo County, Maine",45480
23029,"Washington County, Maine",39469
23031,"York County, Maine",59132
24001,"Allegany County, Maryland",41559
24003,"Anne Arundel County, Maryland",91918
24005,"Baltimore County, Maryland",68989
24009,"Calvert County, Maryland",96808
24011,"Caroline County, Maryland",50830
24013,"Carroll County, Maryland",87060
24015,"Cecil County, Maryland",67938
24017,"Charles County, Maryland",91373
24019,"Dorchester County, Maryland",47907
24021,"Frederick County, Maryland",85715
24023,"Garrett County, Maryland",46277
24025,"Harford County, Maryland",81052
24027,"Howard County, Maryland",113800
24029,"Kent County, Maryland",55028
24031,"Montgomery County, Maryland",100352
24033,"Prince George's County, Maryland",75925
24035,"Queen Anne's County, Maryland",85891
24037,"St. Mary's County, Maryland",86810
24039,"Somerset County, Maryland",35886
24041,"Talbot County, Maryland",61395
24043,"Washington County, Maryland",56316
24045,"Wicomico County, Maryland",53508
24047,"Worcester County, Maryland",57227
24510,"Baltimore city, Maryland",44262
25001,"Barnstable County, Massachusetts",65382
25003,"Berkshire County, Massachusetts",52253
25005,"Bristol County, Massachusetts",59343
25007,"Dukes County, Massachusetts",63534
25009,"Essex County, Massachusetts",70886
25011,"Franklin County, Massachusetts",56347
25013,"Hampden County, Massachusetts",51005
25015,"Hampshire County, Massachusetts",62608
25017,"Middlesex County, Massachusetts",89019
25019,"Nantucket County, Massachusetts",89428
25021,"Norfolk County, Massachusetts",90226
25023,"Plymouth County, Massachusetts",77627
25025,"Suffolk County, Massachusetts",57439
25027,"Worcester County, Massachusetts",67005
26001,"Alcona County, Michigan",38160
26003,"Alger County, Michigan",41270
26005,"Allegan County, Michigan",55630
26007,"Alpena County, Michigan",39832
26009,"Antrim County, Michigan",48825
26011,"Arenac County, Michigan",39240
26013,"Baraga County, Michigan",42810
26015,"Barry County, Michigan",56883
26017,"Bay County, Michigan",45851
26019,"Benzie County, Michigan",48694
26021,"Berrien County, Michigan",45980
26023,"Branch County, Michigan",46428
26025,"Calhoun County, Michigan",44681
26027,"Cass County, Michigan",47991
26029,"Charlevoix County, Michigan",48603
26031,"Cheboygan County, Michigan",41023
26033,"Chippewa County, Michigan",42287
26035,"Clare County, Michigan",34911
26037,"Clinton County, Michigan",62646
26039,"Crawford County, Michigan",41034
26041,"Delta County, Michigan",42353
26043,"Dickinson County, Michigan",43373
26045,"Eaton County, Michigan",56472
26047,"Emmet County, Michigan",51096
26049,"Genesee County, Michigan",43246
26051,"Gladwin County, Michigan",39629
26053,"Gogebic County, Michigan",35833
26055,"Grand Traverse County, Michigan",55597
26057,"Gratiot County, Michigan",42145
26059,"Hillsdale County, Michigan",44458
26061,"Houghton County, Michigan",39080
26063,"Huron County, Michigan",43082
26065,"Ingham County, Michigan",46842
26067,"Ionia County, Michigan",50037
26069,"Iosco County, Michigan",38900
26071,"Iron County, Michigan",33137
26073,"Isabella County, Michigan",40706
26075,"Jackson County, Michigan",47709
26077,"Kalamazoo County, Michigan",49693
26079,"Kalkaska County, Michigan",42612
26081,"Kent County, Michigan",54673
26083,"Keweenaw County, Michigan",41472
26085,"Lake County, Michigan",30824
26087,"Lapeer County, Michigan",54174
26089,"Leelanau County, Michigan",59018
26091,"Lenawee County, Michigan",49300
26093,"Livingston County, Michigan",76764
26095,"Luce County, Michigan",38167
26097,"Mackinac County, Michigan",40747
26099,"Macomb County, Michigan",55951
26101,"Manistee County, Michigan",42530
26103,"Marquette County, Michigan",46822
26105,"Mason County, Michigan",43497
26107,"Mecosta County, Michigan",41827
26109,"Menominee County, Michigan",41235
26111,"Midland County, Michigan",54852
26113,"Missaukee County, Michigan",42077
26115,"Monroe County, Michigan",56968
26117,"Montcalm County, Michigan",43126
26119,"Montmorency County, Michigan",37145
26121,"Muskegon County, Michigan",43920
26123,"Newaygo County, Michigan",44049
26125,"Oakland County, Michigan",69850
26127,"Oceana County, Michigan",41952
26129,"Ogemaw County, Michigan",36941
26131,"Ontonagon County, Michigan",35038
26133,"Osceola County, Michigan",39247
26135,"Oscoda County, Michigan",35175
26137,"Otsego County, Michigan",50793
26139,"Ottawa County, Michigan",61367
26141,"Presque Isle County, Michigan",41570
26143,"Roscommon County, Michigan",35959
26145,"Saginaw County, Michigan",43712
26147,"St. Clair County, Michigan",50930
26149,"St. Joseph County, Michigan",45410
26151,"Sanilac County, Michigan",42037
26153,"Schoolcraft County, Michigan",36649
26155,"Shiawassee County, Michigan",48470
26157,"Tuscola County, Michigan",44193
26159,"Van Buren County, Michigan",47141
26161,"Washtenaw County, Michigan",62484
26163,"Wayne County, Michigan",42043
26165,"Wexford County, Michigan",40417
27001,"Aitkin County, Minnesota",44524
27003,"Anoka County, Minnesota",73579
27005,"Becker County, Minnesota",54115
27007,"Beltrami County, Minnesota",45201
27009,"Benton County, Minnesota",51841
27011,"Big Stone County, Minnesota",47132
27013,"Blue Earth County, Minnesota",52119
27015,"Brown County, Minnesota",53319
27017,"Carlton County, Minnesota",55607
27019,"Carver County, Minnesota",88638
27021,"Cass County, Minnesota",47926
27023,"Chippewa County, Minnesota",54041
27025,"Chisago County, Minnesota",72908
27027,"Clay County, Minnesota",59614
27029,"Clearwater County, Minnesota",44203
27031,"Cook County, Minnesota",51793
27033,"Cottonwood County, Minnesota",47407
27035,"Crow Wing County, Minnesota",50893
27037,"Dakota County, Minnesota",77321
27039,"Dodge County, Minnesota",68718
27041,"Douglas County, Minnesota",56347
27043,"Faribault County, Minnesota",49101
27045,"Fillmore County, Minnesota",54358
27047,"Freeborn County, Minnesota",48827
27049,"Goodhue County, Minnesota",60452
27051,"Grant County, Minnesota",53828
27053,"Hennepin County, Minnesota",67989
27055,"Houston County, Minnesota",55550
27057,"Hubbard County, Minnesota",49742
27059,"Isanti County, Minnesota",62733
27061,"Itasca County, Minnesota",49507
27063,"Jackson County, Minnesota",55114
27065,"Kanabec County, Minnesota",48042
27067,"Kandiyohi County, Minnesota",53514
27069,"Kittson County, Minnesota",51484
27071,"Koochiching County, Minnesota",44929
27073,"Lac qui Parle County, Minnesota",49210
27075,"Lake County, Minnesota",52320
27077,"Lake of the Woods County, Minnesota",45732
27079,"Le Sueur County, Minnesota",62462
27081,"Lincoln County, Minnesota",49438
27083,"Lyon County, Minnesota",51920
27085,"McLeod County, Minnesota",57738
27087,"Mahnomen County, Minnesota",41597
27089,"Marshall County, Minnesota",56340
27091,"Martin County, Minnesota",51984
27093,"Meeker County, Minnesota",58574
27095,"Mille Lacs County, Minnesota",51232
27097,"Morrison County, Minnesota",51456
27099,"Mower County, Minnesota",51778
27101,"Murray County, Minnesota",51801
27103,"Nicollet County, Minnesota",61501
27105,"Nobles County, Minnesota",53269
27107,"Norman County, Minnesota",52083
27109,"Olmsted County, Minnesota",69308
27111,"Otter Tail County, Minnesota",53351
27113,"Pennington County, Minnesota",51156
27115,"Pine County, Minnesota",45379
27117,"Pipestone County, Minnesota",48944
27119,"Polk County, Minnesota",53059
27121,"Pope County, Minnesota",55180
27123,"Ramsey County, Minnesota",57717
27125,"Red Lake County, Minnesota",49800
27127,"Redwood County, Minnesota",48891
27129,"Renville County, Minnesota",54824
27131,"Rice County, Minnesota",61683
27133,"Rock County, Minnesota",52835
27135,"Roseau County, Minnesota",54827
27137,"St. Louis County, Minnesota",49395
27139,"Scott County, Minnesota",90198
27141,"Sherburne County, Minnesota",78081
27143,"Sibley County, Minnesota",59596
27145,"Stearns County, Minnesota",56977
27147,"Steele County, Minnesota",58141
27149,"Stevens County, Minnesota",55941
27151,"Swift County, Minnesota",49956
27153,"Todd County, Minnesota",47549
27155,"Traverse County, Minnesota",50333
27157,"Wabasha County, Minnesota",58865
27159,"Wadena County, Minnesota",42689
27161,"Waseca County, Minnesota",53199
27163,"Washington County, Minnesota",86689
27165,"Watonwan County, Minnesota",50068
27167,"Wilkin County, Minnesota",52963
27169,"Winona County, Minnesota",52840
27171,"Wright County, Minnesota",75705
27173,"Yellow Medicine County, Minnesota",54717
28001,"Adams County, Mississippi",31283
28003,"Alcorn County, Mississippi",38892
28005,"Amite County, Mississippi",27334
28007,"Attala County, Mississippi",33018
28009,"Benton County, Mississippi",36302
28011,"Bolivar County, Mississippi",27457
28013,"Calhoun County, Mississippi",31141
28015,"Carroll County, Mississippi",40278
28017,"Chickasaw County, Mississippi",31048
28019,"Choctaw County, Mississippi",32953
28021,"Claiborne County, Mississippi",25000
28023,"Clarke County, Mississippi",36441
28025,"Clay County, Mississippi",33142
28027,"Coahoma County, Mississippi",28217
28029,"Copiah County, Mississippi",34738
28031,"Covington County, Mississippi",31684
28033,"DeSoto County, Mississippi",60111
28035,"Forrest County, Mississippi",37017
28037,"Franklin County, Mississippi",40081
28039,"George County, Mississippi",47313
28041,"Greene County, Mississippi",40069
28043,"Grenada County, Mississippi",33026
28045,"Hancock County, Mississippi",46542
28047,"Harrison County, Mississippi",43095
28049,"Hinds County, Mississippi",38773
28051,"Holmes County, Mississippi",20800
28053,"Humphreys County, Mississippi",23442
28055,"Issaquena County, Mississippi",24306
28057,"Itawamba County, Mississippi",35380
28059,"Jackson County, Mississippi",49158
28061,"Jasper County, Mississippi",34993
28063,"Jefferson County, Mississippi",23773
28065,"Jefferson Davis County, Mississippi",26429
28067,"Jones County, Mississippi",37846
28069,"Kemper County, Mississippi",29925
28071,"Lafayette County, Mississippi",43162
28073,"Lamar County, Mississippi",53888
28075,"Lauderdale County, Mississippi",38399
28077,"Lawrence County, Mississippi",38155
28079,"Leake County, Mississippi",32657
28081,"Lee County, Mississippi",43224
28083,"Leflore County, Mississippi",25356
28085,"Lincoln County, Mississippi",36250
28087,"Lowndes County, Mississippi",41219
28089,"Madison County, Mississippi",65924
28091,"Marion County, Mississippi",30914
28093,"Marshall County, Mississippi",40598
28095,"Monroe County, Mississippi",37345
28097,"Montgomery County, Mississippi",31207
28099,"Neshoba County, Mississippi",35991
28101,"Newton County, Mississippi",35527
28103,"Noxubee County, Mississippi",31472
28105,"Oktibbeha County, Mississippi",33431
28107,"Panola County, Mississippi",37556
28109,"Pearl River County, Mississippi",41598
28111,"Perry County, Mississippi",34774
28113,"Pike County, Mississippi",31511
28115,"Pontotoc County, Mississippi",39869
28117,"Prentiss County, Mississippi",33509
28119,"Quitman County, Mississippi",24835
28121,"Rankin County, Mississippi",59370
28123,"Scott County, Mississippi",32615
28125,"Sharkey County, Mississippi",28878
28127,"Simpson County, Mississippi",37285
28129,"Smith County, Mississippi",33696
28131,"Stone County, Mississippi",44995
28133,"Sunflower County, Mississippi",27126
28135,"Tallahatchie County, Mississippi",29837
28137,"Tate County, Mississippi",43883
28139,"Tippah County, Mississippi",37109
28141,"Tishomingo County, Mississippi",35364
28143,"Tunica County, Mississippi",31918
28145,"Union County, Mississippi",37898
28147,"Walthall County, Mississippi",30571
28149,"Warren County, Mississippi",40475
28151,"Washington County, Mississippi",28452
28153,"Wayne County, Mississippi",34458
28155,"Webster County, Mississippi",37083
28157,"Wilkinson County, Mississippi",25846
28159,"Winston County, Mississippi",32820
28161,"Yalobusha County, Mississippi",34749
28163,"Yazoo County, Mississippi",27560
29001,"Adair County, Missouri",37967
29003,"Andrew County, Missouri",54804
29005,"Atchison County, Missouri",43438
29007,"Audrain County, Missouri",41930
29009,"Barry County, Missouri",37869
29011,"Barton County, Missouri",38877
29013,"Bates County, Missouri",41520
29015,"Benton County, Missouri",33428
29017,"Bollinger County, Missouri",39493
29019,"Boone County, Missouri",50813
29021,"Buchanan County, Missouri",46680
29023,"Butler County, Missouri",36302
29025,"Caldwell County, Missouri",44722
29027,"Callaway County, Missouri",50362
29029,"Camden County, Missouri",46747
29031,"Cape Girardeau County, Missouri",48458
29033,"Carroll County, Missouri",41537
29035,"Carter County, Missouri",37162
29037,"Cass County, Missouri",63613
29039,"Cedar County, Missouri",33720
29041,"Chariton County, Missouri",41773
29043,"Christian County, Missouri",54392
29045,"Clark County, Missouri",45169
29047,"Clay County, Missouri",63702
29049,"Clinton County, Missouri",57486
29051,"Cole County, Missouri",54130
29053,"Cooper County, Missouri",44917
29055,"Crawford County, Missouri",36983
29057,"Dade County, Missouri",37904
29059,"Dallas County, Missouri",37695
29061,"Daviess County, Missouri",43669
