Id2,Geography,OneHundredPlus
18055,"Greene County, Indiana",12.4
18057,"Hamilton County, Indiana",43.3
18059,"Hancock County, Indiana",28.1
18061,"Harrison County, Indiana",17.2
18063,"Hendricks County, Indiana",31.7
18065,"Henry County, Indiana",11.6
18067,"Howard County, Indiana",16.3
18069,"Huntington County, Indiana",14.3
18071,"Jackson County, Indiana",14.5
18073,"Jasper County, Indiana",18
18075,"Jay County, Indiana",10.4
18077,"Jefferson County, Indiana",14.3
18079,"Jennings County, Indiana",11.6
18081,"Johnson County, Indiana",25.9
18083,"Knox County, Indiana",13.5
18085,"Kosciusko County, Indiana",18.3
18087,"LaGrange County, Indiana",17.4
18089,"Lake County, Indiana",19.3
18091,"LaPorte County, Indiana",16.1
18093,"Lawrence County, Indiana",12.7
18095,"Madison County, Indiana",13.3
18097,"Marion County, Indiana",15.8
18099,"Marshall County, Indiana",15.4
18101,"Martin County, Indiana",12.5
18103,"Miami County, Indiana",12.2
18105,"Monroe County, Indiana",18.1
18107,"Montgomery County, Indiana",14.3
18109,"Morgan County, Indiana",21.2
18111,"Newton County, Indiana",14.9
18113,"Noble County, Indiana",14.9
18115,"Ohio County, Indiana",16.4
18117,"Orange County, Indiana",11
18119,"Owen County, Indiana",11.9
18121,"Parke County, Indiana",13.2
18123,"Perry County, Indiana",13.1
18125,"Pike County, Indiana",16.3
18127,"Porter County, Indiana",28.3
18129,"Posey County, Indiana",22.6
18131,"Pulaski County, Indiana",12.2
18133,"Putnam County, Indiana",16.2
18135,"Randolph County, Indiana",10.4
18137,"Ripley County, Indiana",14.8
18139,"Rush County, Indiana",13.9
18141,"St. Joseph County, Indiana",16.6
18143,"Scott County, Indiana",14.4
18145,"Shelby County, Indiana",17.3
18147,"Spencer County, Indiana",18.1
18149,"Starke County, Indiana",10.7
18151,"Steuben County, Indiana",14.6
18153,"Sullivan County, Indiana",12.5
18155,"Switzerland County, Indiana",8.2
18157,"Tippecanoe County, Indiana",17.4
18159,"Tipton County, Indiana",18.8
18161,"Union County, Indiana",10.8
18163,"Vanderburgh County, Indiana",15.5
18165,"Vermillion County, Indiana",10.8
18167,"Vigo County, Indiana",13.2
18169,"Wabash County, Indiana",11.9
18171,"Warren County, Indiana",18.4
18173,"Warrick County, Indiana",26.5
18175,"Washington County, Indiana",11.3
18177,"Wayne County, Indiana",12.1
18179,"Wells County, Indiana",15.4
18181,"White County, Indiana",14.7
18183,"Whitley County, Indiana",18.8
19001,"Adair County, Iowa",14.7
19003,"Adams County, Iowa",13.4
19005,"Allamakee County, Iowa",15.9
19007,"Appanoose County, Iowa",9.8
19009,"Audubon County, Iowa",14.8
19011,"Benton County, Iowa",23.5
19013,"Black Hawk County, Iowa",17.1
19015,"Boone County, Iowa",19.3
19017,"Bremer County, Iowa",26.3
19019,"Buchanan County, Iowa",20.8
19021,"Buena Vista County, Iowa",15.8
19023,"Butler County, Iowa",15.6
19025,"Calhoun County, Iowa",14.8
19027,"Carroll County, Iowa",17.1
19029,"Cass County, Iowa",12.4
19031,"Cedar County, Iowa",21.4
19033,"Cerro Gordo County, Iowa",15.7
19035,"Cherokee County, Iowa",15.7
19037,"Chickasaw County, Iowa",15.8
19039,"Clarke County, Iowa",13.9
19041,"Clay County, Iowa",16
19043,"Clayton County, Iowa",13.9
19045,"Clinton County, Iowa",19.2
19047,"Crawford County, Iowa",15.4
19049,"Dallas County, Iowa",38.6
19051,"Davis County, Iowa",14.2
19053,"Decatur County, Iowa",11.2
19055,"Delaware County, Iowa",21.4
19057,"Des Moines County, Iowa",14.1
19059,"Dickinson County, Iowa",23.8
19061,"Dubuque County, Iowa",20
19063,"Emmet County, Iowa",17.4
19065,"Fayette County, Iowa",14.2
19067,"Floyd County, Iowa",16.6
19069,"Franklin County, Iowa",15.1
19071,"Fremont County, Iowa",20.3
19073,"Greene County, Iowa",16.9
19075,"Grundy County, Iowa",21.9
19077,"Guthrie County, Iowa",16.7
19079,"Hamilton County, Iowa",16.7
19081,"Hancock County, Iowa",15.4
19083,"Hardin County, Iowa",17.8
19085,"Harrison County, Iowa",18.8
19087,"Henry County, Iowa",14.7
19089,"Howard County, Iowa",14.7
19091,"Humboldt County, Iowa",18.5
19093,"Ida County, Iowa",17.7
19095,"Iowa County, Iowa",20.6
19097,"Jackson County, Iowa",15.1
19099,"Jasper County, Iowa",17
19101,"Jefferson County, Iowa",14.2
19103,"Johnson County, Iowa",26.7
19105,"Jones County, Iowa",19.1
19107,"Keokuk County, Iowa",13.5
19109,"Kossuth County, Iowa",16.5
19111,"Lee County, Iowa",11.8
19113,"Linn County, Iowa",24.7
19115,"Louisa County, Iowa",16.5
19117,"Lucas County, Iowa",17
19119,"Lyon County, Iowa",20.4
19121,"Madison County, Iowa",22.8
19123,"Mahaska County, Iowa",15.4
19125,"Marion County, Iowa",18.7
19127,"Marshall County, Iowa",16.5
19129,"Mills County, Iowa",28
19131,"Mitchell County, Iowa",17.8
19133,"Monona County, Iowa",12.7
19135,"Monroe County, Iowa",15.4
19137,"Montgomery County, Iowa",13.3
19139,"Muscatine County, Iowa",19.6
19141,"O'Brien County, Iowa",16.2
19143,"Osceola County, Iowa",15.1
19145,"Page County, Iowa",16.1
19147,"Palo Alto County, Iowa",15.2
19149,"Plymouth County, Iowa",21.7
19151,"Pocahontas County, Iowa",14.1
19153,"Polk County, Iowa",25.8
19155,"Pottawattamie County, Iowa",18.4
19157,"Poweshiek County, Iowa",17.1
19159,"Ringgold County, Iowa",13.5
19161,"Sac County, Iowa",15.8
19163,"Scott County, Iowa",23.7
19165,"Shelby County, Iowa",18.2
19167,"Sioux County, Iowa",22.4
19169,"Story County, Iowa",20.9
19171,"Tama County, Iowa",18.3
19173,"Taylor County, Iowa",15.8
19175,"Union County, Iowa",14.7
19177,"Van Buren County, Iowa",14.2
19179,"Wapello County, Iowa",12.5
19181,"Warren County, Iowa",28.2
19183,"Washington County, Iowa",20
19185,"Wayne County, Iowa",10.9
19187,"Webster County, Iowa",14.1
19189,"Winnebago County, Iowa",15.6
19191,"Winneshiek County, Iowa",18.7
19193,"Woodbury County, Iowa",15.5
19195,"Worth County, Iowa",13.5
19197,"Wright County, Iowa",17.8
20001,"Allen County, Kansas",9.1
20003,"Anderson County, Kansas",11.1
20005,"Atchison County, Kansas",14.3
20007,"Barber County, Kansas",16.4
20009,"Barton County, Kansas",13.6
20011,"Bourbon County, Kansas",12
20013,"Brown County, Kansas",11.6
20015,"Butler County, Kansas",23.4
20017,"Chase County, Kansas",13.9
20019,"Chautauqua County, Kansas",12.2
20021,"Cherokee County, Kansas",10.6
20023,"Cheyenne County, Kansas",16.5
20025,"Clark County, Kansas",12.2
20027,"Clay County, Kansas",18.5
20029,"Cloud County, Kansas",11.1
20031,"Coffey County, Kansas",24.3
20033,"Comanche County, Kansas",12.7
20035,"Cowley County, Kansas",15.2
20037,"Crawford County, Kansas",11.8
20039,"Decatur County, Kansas",13
20041,"Dickinson County, Kansas",15
20043,"Doniphan County, Kansas",16.4
20045,"Douglas County, Kansas",22
20047,"Edwards County, Kansas",16.9
20049,"Elk County, Kansas",8.6
20051,"Ellis County, Kansas",18.1
20053,"Ellsworth County, Kansas",12.5
20055,"Finney County, Kansas",17.1
20057,"Ford County, Kansas",13.2
20059,"Franklin County, Kansas",14.9
20061,"Geary County, Kansas",11.8
20063,"Gove County, Kansas",14.8
20065,"Graham County, Kansas",12.8
20067,"Grant County, Kansas",18.5
20069,"Gray County, Kansas",22.2
20071,"Greeley County, Kansas",14.4
20073,"Greenwood County, Kansas",12.1
20075,"Hamilton County, Kansas",15.6
20077,"Harper County, Kansas",12.9
20079,"Harvey County, Kansas",19.3
20081,"Haskell County, Kansas",18.3
20083,"Hodgeman County, Kansas",18.2
20085,"Jackson County, Kansas",17.3
20087,"Jefferson County, Kansas",18.2
20089,"Jewell County, Kansas",10.2
20091,"Johnson County, Kansas",37.9
20093,"Kearny County, Kansas",17
20095,"Kingman County, Kansas",19.8
20097,"Kiowa County, Kansas",14.1
20099,"Labette County, Kansas",12
20101,"Lane County, Kansas",15.2
20103,"Leavenworth County, Kansas",27.9
20105,"Lincoln County, Kansas",13.8
20107,"Linn County, Kansas",14.3
20109,"Logan County, Kansas",12.9
20111,"Lyon County, Kansas",12.4
20113,"McPherson County, Kansas",20.3
20115,"Marion County, Kansas",13.6
20117,"Marshall County, Kansas",14
20119,"Meade County, Kansas",16
20121,"Miami County, Kansas",28.3
20123,"Mitchell County, Kansas",12.8
20125,"Montgomery County, Kansas",12.2
20127,"Morris County, Kansas",13.3
20129,"Morton County, Kansas",13.6
20131,"Nemaha County, Kansas",17.8
20133,"Neosho County, Kansas",13.7
20135,"Ness County, Kansas",18.1
20137,"Norton County, Kansas",13.2
20139,"Osage County, Kansas",14.7
20141,"Osborne County, Kansas",15.7
20143,"Ottawa County, Kansas",15.7
20145,"Pawnee County, Kansas",11.2
20147,"Phillips County, Kansas",13.5
20149,"Pottawatomie County, Kansas",23.3
20151,"Pratt County, Kansas",17.8
20153,"Rawlins County, Kansas",16.1
20155,"Reno County, Kansas",12.7
20157,"Republic County, Kansas",11.1
20159,"Rice County, Kansas",13.8
20161,"Riley County, Kansas",18.3
20163,"Rooks County, Kansas",13.7
20165,"Rush County, Kansas",11.7
20167,"Russell County, Kansas",11.2
20169,"Saline County, Kansas",14.2
20171,"Scott County, Kansas",24.2
20173,"Sedgwick County, Kansas",20.2
20175,"Seward County, Kansas",15.3
20177,"Shawnee County, Kansas",19.1
20179,"Sheridan County, Kansas",16.5
20181,"Sherman County, Kansas",9.1
20183,"Smith County, Kansas",14.3
20185,"Stafford County, Kansas",14.3
20187,"Stanton County, Kansas",11.5
20189,"Stevens County, Kansas",17.7
20191,"Sumner County, Kansas",17.4
20193,"Thomas County, Kansas",17
20195,"Trego County, Kansas",17.4
20197,"Wabaunsee County, Kansas",15.1
20199,"Wallace County, Kansas",24
20201,"Washington County, Kansas",12.1
20203,"Wichita County, Kansas",19.1
20205,"Wilson County, Kansas",11.8
20207,"Woodson County, Kansas",5.9
20209,"Wyandotte County, Kansas",11.3
21001,"Adair County, Kentucky",10
21003,"Allen County, Kentucky",11
21005,"Anderson County, Kentucky",15.9
21007,"Ballard County, Kentucky",16.9
21009,"Barren County, Kentucky",10.7
21011,"Bath County, Kentucky",8.3
21013,"Bell County, Kentucky",4.2
21015,"Boone County, Kentucky",30.7
21017,"Bourbon County, Kentucky",14.3
21019,"Boyd County, Kentucky",15.2
21021,"Boyle County, Kentucky",14.4
21023,"Bracken County, Kentucky",12.3
21025,"Breathitt County, Kentucky",6.7
21027,"Breckinridge County, Kentucky",11.6
21029,"Bullitt County, Kentucky",19.3
21031,"Butler County, Kentucky",9.7
21033,"Caldwell County, Kentucky",13
21035,"Calloway County, Kentucky",12
21037,"Campbell County, Kentucky",24.9
21039,"Carlisle County, Kentucky",15.2
21041,"Carroll County, Kentucky",16.8
21043,"Carter County, Kentucky",9.8
21045,"Casey County, Kentucky",9.3
21047,"Christian County, Kentucky",11.2
21049,"Clark County, Kentucky",17.9
21051,"Clay County, Kentucky",5.5
21053,"Clinton County, Kentucky",8.5
21055,"Crittenden County, Kentucky",13.1
21057,"Cumberland County, Kentucky",7.5
21059,"Daviess County, Kentucky",16.8
21061,"Edmonson County, Kentucky",12.5
21063,"Elliott County, Kentucky",6.1
21065,"Estill County, Kentucky",6.3
21067,"Fayette County, Kentucky",21.8
21069,"Fleming County, Kentucky",11.1
21071,"Floyd County, Kentucky",8.8
21073,"Franklin County, Kentucky",17.6
21075,"Fulton County, Kentucky",8.2
21077,"Gallatin County, Kentucky",13
21079,"Garrard County, Kentucky",14
21081,"Grant County, Kentucky",13.9
21083,"Graves County, Kentucky",12.7
21085,"Grayson County, Kentucky",11.5
21087,"Green County, Kentucky",9.2
21089,"Greenup County, Kentucky",16.9
21091,"Hancock County, Kentucky",16.2
21093,"Hardin County, Kentucky",18.7
21095,"Harlan County, Kentucky",7.6
21097,"Harrison County, Kentucky",15.3
21099,"Hart County, Kentucky",7.8
21101,"Henderson County, Kentucky",13.8
21103,"Henry County, Kentucky",13.5
21105,"Hickman County, Kentucky",4.6
21107,"Hopkins County, Kentucky",13.8
21109,"Jackson County, Kentucky",6.6
21111,"Jefferson County, Kentucky",20.4
21113,"Jessamine County, Kentucky",20.6
21115,"Johnson County, Kentucky",10.5
21117,"Kenton County, Kentucky",22.1
21119,"Knott County, Kentucky",8.4
21121,"Knox County, Kentucky",6.2
21123,"Larue County, Kentucky",10.1
21125,"Laurel County, Kentucky",10.2
21127,"Lawrence County, Kentucky",9.4
21129,"Lee County, Kentucky",3.5
21131,"Leslie County, Kentucky",5.2
21133,"Letcher County, Kentucky",7.2
21135,"Lewis County, Kentucky",8.1
21137,"Lincoln County, Kentucky",9.3
21139,"Livingston County, Kentucky",12.4
21141,"Logan County, Kentucky",9.3
21143,"Lyon County, Kentucky",16.7
21145,"McCracken County, Kentucky",17.4
21147,"McCreary County, Kentucky",2.7
21149,"McLean County, Kentucky",11.8
21151,"Madison County, Kentucky",16
21153,"Magoffin County, Kentucky",6.4
21155,"Marion County, Kentucky",11
21157,"Marshall County, Kentucky",16
21159,"Martin County, Kentucky",7.9
21161,"Mason County, Kentucky",15.6
21163,"Meade County, Kentucky",16.6
21165,"Menifee County, Kentucky",7.6
21167,"Mercer County, Kentucky",15.4
21169,"Metcalfe County, Kentucky",9.5
21171,"Monroe County, Kentucky",8.1
21173,"Montgomery County, Kentucky",11.4
21175,"Morgan County, Kentucky",9.7
21177,"Muhlenberg County, Kentucky",12
21179,"Nelson County, Kentucky",16.5
21181,"Nicholas County, Kentucky",12.8
21183,"Ohio County, Kentucky",8.6
21185,"Oldham County, Kentucky",42.1
21187,"Owen County, Kentucky",12.4
21189,"Owsley County, Kentucky",9
21191,"Pendleton County, Kentucky",15.6
21193,"Perry County, Kentucky",9.9
21195,"Pike County, Kentucky",10.9
21197,"Powell County, Kentucky",8
21199,"Pulaski County, Kentucky",11.1
21201,"Robertson County, Kentucky",14.2
21203,"Rockcastle County, Kentucky",8.7
21205,"Rowan County, Kentucky",12.5
21207,"Russell County, Kentucky",7.4
21209,"Scott County, Kentucky",26.6
21211,"Shelby County, Kentucky",23.6
21213,"Simpson County, Kentucky",12.2
21215,"Spencer County, Kentucky",26.5
21217,"Taylor County, Kentucky",8.7
21219,"Todd County, Kentucky",8.9
21221,"Trigg County, Kentucky",16.3
21223,"Trimble County, Kentucky",15.4
21225,"Union County, Kentucky",13.8
21227,"Warren County, Kentucky",16
21229,"Washington County, Kentucky",10.4
21231,"Wayne County, Kentucky",6.2
21233,"Webster County, Kentucky",12.4
21235,"Whitley County, Kentucky",9.5
21237,"Wolfe County, Kentucky",5.5
21239,"Woodford County, Kentucky",25.3
22001,"Acadia Parish, Louisiana",13.8
22003,"Allen Parish, Louisiana",12.8
22005,"Ascension Parish, Louisiana",33
22007,"Assumption Parish, Louisiana",19.3
22009,"Avoyelles Parish, Louisiana",12.9
22011,"Beauregard Parish, Louisiana",16.8
22013,"Bienville Parish, Louisiana",11.1
22015,"Bossier Parish, Louisiana",20.9
22017,"Caddo Parish, Louisiana",16.9
22019,"Calcasieu Parish, Louisiana",19
22021,"Caldwell Parish, Louisiana",12.6
22023,"Cameron Parish, Louisiana",28.6
22025,"Catahoula Parish, Louisiana",18.5
22027,"Claiborne Parish, Louisiana",9
22029,"Concordia Parish, Louisiana",9.5
22031,"De Soto Parish, Louisiana",17.1
22033,"East Baton Rouge Parish, Louisiana",22.6
22035,"East Carroll Parish, Louisiana",6.5
22037,"East Feliciana Parish, Louisiana",17.2
22039,"Evangeline Parish, Louisiana",11.5
22041,"Franklin Parish, Louisiana",12
22043,"Grant Parish, Louisiana",12.9
22045,"Iberia Parish, Louisiana",17.8
22047,"Iberville Parish, Louisiana",18.4
22049,"Jackson Parish, Louisiana",13.3
22051,"Jefferson Parish, Louisiana",20.4
22053,"Jefferson Davis Parish, Louisiana",18.5
22055,"Lafayette Parish, Louisiana",24.9
22057,"Lafourche Parish, Louisiana",20.7
22059,"LaSalle Parish, Louisiana",12.5
22061,"Lincoln Parish, Louisiana",16.6
22063,"Livingston Parish, Louisiana",24.4
22065,"Madison Parish, Louisiana",7.4
22067,"Morehouse Parish, Louisiana",8.4
22069,"Natchitoches Parish, Louisiana",13.3
22071,"Orleans Parish, Louisiana",17.9
22073,"Ouachita Parish, Louisiana",16
22075,"Plaquemines Parish, Louisiana",21.1
22077,"Pointe Coupee Parish, Louisiana",16.9
22079,"Rapides Parish, Louisiana",15.8
22081,"Red River Parish, Louisiana",15.7
22083,"Richland Parish, Louisiana",12.3
22085,"Sabine Parish, Louisiana",16
22087,"St. Bernard Parish, Louisiana",13.7
22089,"St. Charles Parish, Louisiana",29.3
22091,"St. Helena Parish, Louisiana",9.5
22093,"St. James Parish, Louisiana",20.9
22095,"St. John the Baptist Parish, Louisiana",19.3
22097,"St. Landry Parish, Louisiana",12.7
22099,"St. Martin Parish, Louisiana",18.3
22101,"St. Mary Parish, Louisiana",14
22103,"St. Tammany Parish, Louisiana",29
22105,"Tangipahoa Parish, Louisiana",17.3
22107,"Tensas Parish, Louisiana",8
22109,"Terrebonne Parish, Louisiana",20.3
22111,"Union Parish, Louisiana",12.2
22113,"Vermilion Parish, Louisiana",19.1
22115,"Vernon Parish, Louisiana",14.4
22117,"Washington Parish, Louisiana",9.7
22119,"Webster Parish, Louisiana",11
22121,"West Baton Rouge Parish, Louisiana",27.8
22123,"West Carroll Parish, Louisiana",14
22125,"West Feliciana Parish, Louisiana",25.3
22127,"Winn Parish, Louisiana",13.9
23001,"Androscoggin County, Maine",15.7
23003,"Aroostook County, Maine",10.6
23005,"Cumberland County, Maine",27.9
23007,"Franklin County, Maine",12.6
23009,"Hancock County, Maine",17.5
23011,"Kennebec County, Maine",17.1
23013,"Knox County, Maine",18.4
23015,"Lincoln County, Maine",17.9
23017,"Oxford County, Maine",12.7
23019,"Penobscot County, Maine",15.2
23021,"Piscataquis County, Maine",9.3
23023,"Sagadahoc County, Maine",20.4
23025,"Somerset County, Maine",11.2
23027,"Waldo County, Maine",13.5
23029,"Washington County, Maine",9.6
23031,"York County, Maine",23.1
24001,"Allegany County, Maryland",13.7
24003,"Anne Arundel County, Maryland",45.4
24005,"Baltimore County, Maryland",32.2
24009,"Calvert County, Maryland",48.4
24011,"Caroline County, Maryland",18.5
24013,"Carroll County, Maryland",42.6
24015,"Cecil County, Maryland",30.1
24017,"Charles County, Maryland",44.6
24019,"Dorchester County, Maryland",18.5
24021,"Frederick County, Maryland",42.3
24023,"Garrett County, Maryland",16.7
24025,"Harford County, Maryland",38.9
24027,"Howard County, Maryland",57.3
24029,"Kent County, Maryland",22.7
24031,"Montgomery County, Maryland",50.1
24033,"Prince George's County, Maryland",35.8
24035,"Queen Anne's County, Maryland",43.6
24037,"St. Mary's County, Maryland",41.9
24039,"Somerset County, Maryland",11.9
24041,"Talbot County, Maryland",28.9
24043,"Washington County, Maryland",22.3
24045,"Wicomico County, Maryland",21.1
24047,"Worcester County, Maryland",24.6
24510,"Baltimore city, Maryland",18.3
25001,"Barnstable County, Massachusetts",29.2
25003,"Berkshire County, Massachusetts",21.7
25005,"Bristol County, Massachusetts",27.3
25007,"Dukes County, Massachusetts",32.1
25009,"Essex County, Massachusetts",34.9
25011,"Franklin County, Massachusetts",22.3
25013,"Hampden County, Massachusetts",22.4
25015,"Hampshire County, Massachusetts",28.7
25017,"Middlesex County, Massachusetts",44.8
25019,"Nantucket County, Massachusetts",45.9
25021,"Norfolk County, Massachusetts",45.3
25023,"Plymouth County, Massachusetts",38.1
25025,"Suffolk County, Massachusetts",29.5
25027,"Worcester County, Massachusetts",32.3
26001,"Alcona County, Michigan",7.5
26003,"Alger County, Michigan",10.2
26005,"Allegan County, Michigan",19
26007,"Alpena County, Michigan",10.4
26009,"Antrim County, Michigan",15.7
26011,"Arenac County, Michigan",9.1
26013,"Baraga County, Michigan",11.3
26015,"Barry County, Michigan",18.1
26017,"Bay County, Michigan",14.4
26019,"Benzie County, Michigan",14.3
26021,"Berrien County, Michigan",17.9
26023,"Branch County, Michigan",12.3
26025,"Calhoun County, Michigan",14.9
26027,"Cass County, Michigan",15.4
26029,"Charlevoix County, Michigan",17
26031,"Cheboygan County, Michigan",10.2
26033,"Chippewa County, Michigan",11
26035,"Clare County, Michigan",8.8
26037,"Clinton County, Michigan",26
26039,"Crawford County, Michigan",8.8
26041,"Delta County, Michigan",12.1
26043,"Dickinson County, Michigan",14.1
26045,"Eaton County, Michigan",20.1
26047,"Emmet County, Michigan",17.5
26049,"Genesee County, Michigan",14.8
26051,"Gladwin County, Michigan",9.4
26053,"Gogebic County, Michigan",9.7
26055,"Grand Traverse County, Michigan",19.8
26057,"Gratiot County, Michigan",12.7
26059,"Hillsdale County, Michigan",12.4
26061,"Houghton County, Michigan",12.3
26063,"Huron County, Michigan",11.5
26065,"Ingham County, Michigan",18.4
26067,"Ionia County, Michigan",13.9
26069,"Iosco County, Michigan",8.9
26071,"Iron County, Michigan",7
26073,"Isabella County, Michigan",14.1
26075,"Jackson County, Michigan",16.3
26077,"Kalamazoo County, Michigan",19.7
26079,"Kalkaska County, Michigan",10.9
26081,"Kent County, Michigan",21.3
26083,"Keweenaw County, Michigan",9.6
26085,"Lake County, Michigan",5.5
26087,"Lapeer County, Michigan",19.7
26089,"Leelanau County, Michigan",25.1
26091,"Lenawee County, Michigan",16.3
26093,"Livingston County, Michigan",35.3
26095,"Luce County, Michigan",7.4
26097,"Mackinac County, Michigan",11.3
26099,"Macomb County, Michigan",22.7
26101,"Manistee County, Michigan",12.3
26103,"Marquette County, Michigan",16.2
26105,"Mason County, Michigan",12.9
26107,"Mecosta County, Michigan",12
26109,"Menominee County, Michigan",10.1
26111,"Midland County, Michigan",23.2
26113,"Missaukee County, Michigan",9.6
26115,"Monroe County, Michigan",21.9
26117,"Montcalm County, Michigan",11.3
26119,"Montmorency County, Michigan",6.8
26121,"Muskegon County, Michigan",13.8
26123,"Newaygo County, Michigan",12.6
26125,"Oakland County, Michigan",33.8
26127,"Oceana County, Michigan",10.5
26129,"Ogemaw County, Michigan",9.1
26131,"Ontonagon County, Michigan",6.7
26133,"Osceola County, Michigan",9.5
26135,"Oscoda County, Michigan",6.9
26137,"Otsego County, Michigan",15.2
26139,"Ottawa County, Michigan",24
26141,"Presque Isle County, Michigan",9.5
26143,"Roscommon County, Michigan",7.1
26145,"Saginaw County, Michigan",14.4
26147,"St. Clair County, Michigan",18.2
26149,"St. Joseph County, Michigan",12
26151,"Sanilac County, Michigan",11.6
26153,"Schoolcraft County, Michigan",10.8
26155,"Shiawassee County, Michigan",14.7
26157,"Tuscola County, Michigan",12.6
26159,"Van Buren County, Michigan",16
26161,"Washtenaw County, Michigan",31.1
26163,"Wayne County, Michigan",16.8
26165,"Wexford County, Michigan",9.6
27001,"Aitkin County, Minnesota",11.7
27003,"Anoka County, Minnesota",33.1
27005,"Becker County, Minnesota",18.8
27007,"Beltrami County, Minnesota",14.4
27009,"Benton County, Minnesota",18.4
27011,"Big Stone County, Minnesota",14
27013,"Blue Earth County, Minnesota",19.9
27015,"Brown County, Minnesota",16.5
27017,"Carlton County, Minnesota",18
27019,"Carver County, Minnesota",43.7
27021,"Cass County, Minnesota",15
27023,"Chippewa County, Minnesota",18.4
27025,"Chisago County, Minnesota",29.6
27027,"Clay County, Minnesota",21.8
27029,"Clearwater County, Minnesota",12.2
27031,"Cook County, Minnesota",17.9
27033,"Cottonwood County, Minnesota",14.4
27035,"Crow Wing County, Minnesota",17.9
27037,"Dakota County, Minnesota",35.9
27039,"Dodge County, Minnesota",27.1
27041,"Douglas County, Minnesota",21.1
27043,"Faribault County, Minnesota",16
27045,"Fillmore County, Minnesota",18.9
27047,"Freeborn County, Minnesota",14.9
27049,"Goodhue County, Minnesota",25.9
27051,"Grant County, Minnesota",16.2
27053,"Hennepin County, Minnesota",33
27055,"Houston County, Minnesota",19.1
27057,"Hubbard County, Minnesota",16.8
27059,"Isanti County, Minnesota",23.1
27061,"Itasca County, Minnesota",15.7
27063,"Jackson County, Minnesota",18.4
27065,"Kanabec County, Minnesota",15.7
27067,"Kandiyohi County, Minnesota",19.3
27069,"Kittson County, Minnesota",18.3
27071,"Koochiching County, Minnesota",17.4
27073,"Lac qui Parle County, Minnesota",17.2
27075,"Lake County, Minnesota",19.1
27077,"Lake of the Woods County, Minnesota",6.3
27079,"Le Sueur County, Minnesota",24.1
27081,"Lincoln County, Minnesota",15.8
27083,"Lyon County, Minnesota",19.9
27085,"McLeod County, Minnesota",19.1
27087,"Mahnomen County, Minnesota",14.5
27089,"Marshall County, Minnesota",16.6
27091,"Martin County, Minnesota",15.9
27093,"Meeker County, Minnesota",19.5
27095,"Mille Lacs County, Minnesota",15.8
27097,"Morrison County, Minnesota",16.2
27099,"Mower County, Minnesota",18.9
27101,"Murray County, Minnesota",19.5
27103,"Nicollet County, Minnesota",22
27105,"Nobles County, Minnesota",16.1
27107,"Norman County, Minnesota",15.7
27109,"Olmsted County, Minnesota",31.6
27111,"Otter Tail County, Minnesota",18.1
27113,"Pennington County, Minnesota",16.7
27115,"Pine County, Minnesota",13.7
27117,"Pipestone County, Minnesota",14.5
27119,"Polk County, Minnesota",20.7
27121,"Pope County, Minnesota",19.2
27123,"Ramsey County, Minnesota",25.6
27125,"Red Lake County, Minnesota",13.8
27127,"Redwood County, Minnesota",17
27129,"Renville County, Minnesota",18.2
27131,"Rice County, Minnesota",24.2
27133,"Rock County, Minnesota",19.3
27135,"Roseau County, Minnesota",17.3
27137,"St. Louis County, Minnesota",18.1
27139,"Scott County, Minnesota",44.6
27141,"Sherburne County, Minnesota",34.3
27143,"Sibley County, Minnesota",20.4
27145,"Stearns County, Minnesota",21
27147,"Steele County, Minnesota",20.4
27149,"Stevens County, Minnesota",22.5
27151,"Swift County, Minnesota",17.4
27153,"Todd County, Minnesota",13.6
27155,"Traverse County, Minnesota",18.2
27157,"Wabasha County, Minnesota",22.6
27159,"Wadena County, Minnesota",9.6
27161,"Waseca County, Minnesota",20.4
27163,"Washington County, Minnesota",42.1
27165,"Watonwan County, Minnesota",16.9
27167,"Wilkin County, Minnesota",16.1
27169,"Winona County, Minnesota",18.9
27171,"Wright County, Minnesota",33.7
27173,"Yellow Medicine County, Minnesota",17
28001,"Adams County, Mississippi",10.8
28003,"Alcorn County, Mississippi",11.1
28005,"Amite County, Mississippi",8.9
28007,"Attala County, Mississippi",9.5
28009,"Benton County, Mississippi",12.3
28011,"Bolivar County, Mississippi",7.9
28013,"Calhoun County, Mississippi",6.2
28015,"Carroll County, Mississippi",14.4
28017,"Chickasaw County, Mississippi",8.3
28019,"Choctaw County, Mississippi",8.7
28021,"Claiborne County, Mississippi",6.1
28023,"Clarke County, Mississippi",11.4
28025,"Clay County, Mississippi",11.1
28027,"Coahoma County, Mississippi",8
28029,"Copiah County, Mississippi",10.4
28031,"Covington County, Mississippi",8.5
28033,"DeSoto County, Mississippi",24
28035,"Forrest County, Mississippi",11.2
28037,"Franklin County, Mississippi",16.1
28039,"George County, Mississippi",14
28041,"Greene County, Mississippi",12.5
28043,"Grenada County, Mississippi",12.5
28045,"Hancock County, Mississippi",14
28047,"Harrison County, Mississippi",14
28049,"Hinds County, Mississippi",13.8
28051,"Holmes County, Mississippi",4.6
28053,"Humphreys County, Mississippi",6.4
28055,"Issaquena County, Mississippi",6.3
28057,"Itawamba County, Mississippi",10.1
28059,"Jackson County, Mississippi",16.7
28061,"Jasper County, Mississippi",8.5
28063,"Jefferson County, Mississippi",4.2
28065,"Jefferson Davis County, Mississippi",7.4
28067,"Jones County, Mississippi",12.9
28069,"Kemper County, Mississippi",4.8
